lemma,count,observed_forms,noun,proper_noun,verb,auxiliary,adjective,adverb,pronoun,other
critic,38,critics=37; critic=1,38,0,0,0,0,0,0,0
facility,38,facilities=24; facility=14,38,0,0,0,0,0,0,0
foster,38,foster=13; fostering=13; fosters=7; fostered=5,2,1,34,0,1,0,0,0
leader,38,leaders=22; leader=16,38,0,0,0,0,0,0,0
maybe,38,maybe=38,0,0,0,0,0,38,0,0
organism,38,organisms=37; organism=1,38,0,0,0,0,0,0,0
print,38,print=18; printed=13; printing=6; prints=1,6,5,27,0,0,0,0,0
put,38,put=28; putting=9; puts=1,0,0,38,0,0,0,0,0
scale,38,scale=24; scales=10; scaling=3; scaled=1,33,0,5,0,0,0,0,0
success,38,success=37; successes=1,38,0,0,0,0,0,0,0
useful,38,useful=38,0,0,0,0,38,0,0,0
visual,38,visual=32; visuals=6,6,0,0,0,32,0,0,0
artistic,37,artistic=37,0,0,0,0,37,0,0,0
efficient,37,efficient=37,0,0,0,0,37,0,0,0
evidence,37,evidence=37,36,1,0,0,0,0,0,0
finally,37,finally=37,0,0,0,0,0,37,0,0
gallery,37,gallery=29; galleries=8,34,3,0,0,0,0,0,0
healthy,37,healthy=32; healthier=5,0,0,0,0,37,0,0,0
layer,37,layers=19; layer=18,37,0,0,0,0,0,0,0
mental,37,mental=37,0,1,0,0,36,0,0,0
object,37,objects=28; object=9,37,0,0,0,0,0,0,0
past,37,past=37,16,0,0,0,14,0,0,7
philosophy,37,philosophy=34; philosophys=2; philosophies=1,29,8,0,0,0,0,0,0
political,37,political=37,0,4,0,0,33,0,0,0
printer,37,printer=36; printers=1,36,1,0,0,0,0,0,0
rule,37,rules=24; rule=12; ruled=1,36,0,1,0,0,0,0,0
seek,37,seeking=18; seek=15; seeks=2; sought=2,0,0,37,0,0,0,0,0
series,37,series=37,31,6,0,0,0,0,0,0
significantly,37,significantly=37,0,0,0,0,0,37,0,0
transportation,37,transportation=37,35,2,0,0,0,0,0,0
unlike,37,unlike=37,0,0,0,0,0,0,0,37
agriculture,36,agriculture=36,35,1,0,0,0,0,0,0
belief,36,beliefs=25; belief=11,36,0,0,0,0,0,0,0
bias,36,bias=28; biases=7; biased=1,33,2,1,0,0,0,0,0
biological,36,biological=36,0,0,0,0,36,0,0,0
busy,36,busy=35; busier=1,0,1,0,0,35,0,0,0
case,36,case=30; cases=6,36,0,0,0,0,0,0,0
chemistry,36,chemistry=36,31,5,0,0,0,0,0,0
critical,36,critical=36,0,0,0,0,36,0,0,0
deadline,36,deadline=31; deadlines=5,36,0,0,0,0,0,0,0
decline,36,decline=27; declining=6; declines=2; declined=1,24,0,12,0,0,0,0,0
drug,36,drug=33; drugs=3,34,2,0,0,0,0,0,0
improvement,36,improvements=21; improvement=15,36,0,0,0,0,0,0,0
meal,36,meal=21; meals=15,36,0,0,0,0,0,0,0
mechanism,36,mechanisms=24; mechanism=12,36,0,0,0,0,0,0,0
particularly,36,particularly=36,0,0,0,0,0,36,0,0
pass,36,pass=17; passed=7; passes=7; passing=5,9,0,27,0,0,0,0,0
piece,36,piece=19; pieces=17,36,0,0,0,0,0,0,0
position,36,position=28; positions=5; positioned=3,32,0,4,0,0,0,0,0
represent,36,represent=19; represents=7; represented=6; representing=4,0,0,36,0,0,0,0,0
rock,36,rock=18; rocks=18,33,3,0,0,0,0,0,0
sell,36,selling=11; sell=10; sold=9; sells=6,0,0,36,0,0,0,0,0
since,36,since=36,0,0,0,0,0,1,0,35
software,36,software=36,36,0,0,0,0,0,0,0
struggle,36,struggle=21; struggles=8; struggling=7,7,0,29,0,0,0,0,0
summer,36,summer=36,34,2,0,0,0,0,0,0
themselves,36,themselves=36,0,0,0,0,0,0,36,0
toward,36,toward=36,0,0,0,0,0,0,0,36
track,36,track=21; tracking=10; tracked=3; tracks=2,7,0,29,0,0,0,0,0
united,36,united=36,0,36,0,0,0,0,0,0
valuable,36,valuable=36,0,0,0,0,36,0,0,0
bee,35,bees=29; bee=6,32,3,0,0,0,0,0,0
conduct,35,conducting=17; conducted=12; conduct=6,0,1,34,0,0,0,0,0
dinosaur,35,dinosaurs=25; dinosaur=10,32,3,0,0,0,0,0,0
disagree,35,disagree=32; disagrees=3,0,0,35,0,0,0,0,0
discussion,35,discussion=26; discussions=9,35,0,0,0,0,0,0,0
efficiency,35,efficiency=35,34,1,0,0,0,0,0,0
evening,35,evening=30; evenings=5,35,0,0,0,0,0,0,0
extra,35,extra=35,0,3,0,0,32,0,0,0
festival,35,festival=26; festivals=9,33,2,0,0,0,0,0,0
fish,35,fish=35,34,0,1,0,0,0,0,0
frequency,35,frequency=18; frequencies=17,35,0,0,0,0,0,0,0
full,35,full=35,0,0,0,0,35,0,0,0
harmful,35,harmful=35,0,0,0,0,35,0,0,0
highly,35,highly=35,0,0,0,0,0,35,0,0
imagine,35,imagine=34; imagined=1,0,2,31,0,2,0,0,0
inform,35,inform=33; informed=2,0,1,34,0,0,0,0,0
innovative,35,innovative=35,0,0,0,0,35,0,0,0
instruction,35,instructions=30; instruction=5,35,0,0,0,0,0,0,0
intervention,35,intervention=18; interventions=17,35,0,0,0,0,0,0,0
led,35,leds=20; led=15,34,1,0,0,0,0,0,0
particular,35,particular=35,0,0,0,0,35,0,0,0
phenomenon,35,phenomenon=29; phenomena=6,35,0,0,0,0,0,0,0
pottery,35,pottery=35,35,0,0,0,0,0,0,0
practical,35,practical=35,0,3,0,0,32,0,0,0
saturday,35,saturday=35,0,35,0,0,0,0,0,0
sense,35,sense=34; sensing=1,33,0,2,0,0,0,0,0
user,35,users=20; user=15,35,0,0,0,0,0,0,0
age,34,age=27; ages=4; aging=3,23,8,3,0,0,0,0,0
brand,34,brand=29; brands=5,32,2,0,0,0,0,0,0
country,34,country=18; countries=16,34,0,0,0,0,0,0,0
dinner,34,dinner=34,32,2,0,0,0,0,0,0
fusion,34,fusion=34,30,4,0,0,0,0,0,0
hot,34,hot=29; hotter=5,0,0,0,0,34,0,0,0
knowledge,34,knowledge=34,34,0,0,0,0,0,0,0
mind,34,mind=32; minds=2,26,1,7,0,0,0,0,0
outcome,34,outcomes=33; outcome=1,34,0,0,0,0,0,0,0
preference,34,preferences=24; preference=10,34,0,0,0,0,0,0,0
quite,34,quite=34,0,0,0,0,0,29,0,5
resilience,34,resilience=34,32,2,0,0,0,0,0,0
road,34,road=25; roads=9,32,2,0,0,0,0,0,0
route,34,routes=20; route=14,28,6,0,0,0,0,0,0
safety,34,safety=34,32,2,0,0,0,0,0,0
sale,34,sale=24; sales=10,33,1,0,0,0,0,0,0
side,34,side=31; sides=3,34,0,0,0,0,0,0,0
song,34,songs=24; song=10,33,1,0,0,0,0,0,0
technological,34,technological=34,0,0,0,0,34,0,0,0
trade,34,trade=33; traded=1,31,2,1,0,0,0,0,0
tree,34,trees=21; tree=13,34,0,0,0,0,0,0,0
against,33,against=33,0,0,0,0,0,0,0,33
artwork,33,artworks=18; artwork=15,33,0,0,0,0,0,0,0
associate,33,associated=27; associate=4; associates=2,3,0,30,0,0,0,0,0
attitude,33,attitude=31; attitudes=2,33,0,0,0,0,0,0,0
consumer,33,consumers=18; consumer=15,33,0,0,0,0,0,0,0
content,33,content=33,33,0,0,0,0,0,0,0
effectively,33,effectively=33,0,0,0,0,0,33,0,0
ethical,33,ethical=33,0,0,0,0,33,0,0,0
famous,33,famous=33,1,0,0,0,32,0,0,0
fossil,33,fossils=18; fossil=15,28,0,0,0,5,0,0,0
gardening,33,gardening=33,30,3,0,0,0,0,0,0
hope,33,hope=33,8,0,25,0,0,0,0,0
image,33,images=23; image=10,33,0,0,0,0,0,0,0
lighting,33,lighting=33,31,2,0,0,0,0,0,0
line,33,line=21; lines=10; lined=2,29,1,3,0,0,0,0,0
literature,33,literature=33,30,3,0,0,0,0,0,0
machine,33,machines=17; machine=16,32,1,0,0,0,0,0,0
memory,33,memory=26; memories=7,33,0,0,0,0,0,0,0
mitigate,33,mitigate=23; mitigating=10,1,0,32,0,0,0,0,0
perspective,33,perspective=20; perspectives=13,31,2,0,0,0,0,0,0
pick,33,pick=22; picked=6; picking=5,0,0,33,0,0,0,0,0
previously,33,previously=33,0,0,0,0,0,33,0,0
propose,33,propose=17; proposed=12; proposes=4,0,1,32,0,0,0,0,0
root,33,roots=18; root=10; rooted=5,28,0,5,0,0,0,0,0
routine,33,routine=22; routines=11,23,0,1,0,9,0,0,0
studio,33,studio=30; studios=3,32,1,0,0,0,0,0,0
survive,33,survive=26; survived=4; surviving=3,0,0,33,0,0,0,0,0
tonight,33,tonight=33,33,0,0,0,0,0,0,0
turbine,33,turbines=28; turbine=5,33,0,0,0,0,0,0,0
accept,32,accepted=21; accept=9; accepting=1; accepts=1,0,0,32,0,0,0,0,0
along,32,along=32,0,0,0,0,0,1,0,31
analysis,32,analysis=31; analyses=1,30,2,0,0,0,0,0,0
basic,32,basic=28; basics=4,4,1,0,0,27,0,0,0
carry,32,carry=12; carried=9; carries=8; carrying=3,0,0,32,0,0,0,0,0
coastal,32,coastal=32,0,5,0,0,27,0,0,0
consequence,32,consequences=25; consequence=7,32,0,0,0,0,0,0,0
creativity,32,creativity=32,32,0,0,0,0,0,0,0
decrease,32,decrease=12; decreased=12; decreasing=5; decreases=3,11,0,21,0,0,0,0,0
europe,32,europe=32,0,32,0,0,0,0,0,0
ever,32,ever=32,0,0,0,0,0,32,0,0
everything,32,everything=32,0,0,0,0,0,0,32,0
flow,32,flow=29; flows=3,28,1,3,0,0,0,0,0
front,32,front=32,9,1,0,0,22,0,0,0
industrial,32,industrial=32,0,4,0,0,28,0,0,0
insight,32,insights=25; insight=7,32,0,0,0,0,0,0,0
matter,32,matter=25; matters=7,24,0,8,0,0,0,0,0
monitor,32,monitor=21; monitoring=6; monitored=3; monitors=2,4,1,27,0,0,0,0,0
nutrient,32,nutrients=23; nutrient=9,24,0,0,0,8,0,0,0
platform,32,platforms=17; platform=15,30,2,0,0,0,0,0,0
regular,32,regular=32,0,0,0,0,32,0,0,0
roommate,32,roommate=32,32,0,0,0,0,0,0,0
states,32,states=32,0,32,0,0,0,0,0,0
successful,32,successful=32,0,1,0,0,31,0,0,0
tiny,32,tiny=32,0,0,0,0,32,0,0,0
advice,31,advice=31,31,0,0,0,0,0,0,0
award,31,award=16; awards=13; awarded=2,24,5,2,0,0,0,0,0
broad,31,broader=19; broad=12,0,3,0,0,28,0,0,0
charge,31,charge=21; charged=9; charging=1,16,0,15,0,0,0,0,0
distance,31,distances=20; distance=11,30,0,1,0,0,0,0,0
dorm,31,dorm=28; dorms=3,29,1,1,0,0,0,0,0
fair,31,fair=30; fairs=1,6,1,0,0,24,0,0,0
flight,31,flight=29; flights=2,31,0,0,0,0,0,0,0
forest,31,forests=17; forest=13; forested=1,28,2,1,0,0,0,0,0
fun,31,fun=31,21,1,0,0,9,0,0,0
grocery,31,grocery=22; groceries=9,31,0,0,0,0,0,0,0
healthcare,31,healthcare=31,26,5,0,0,0,0,0,0
industry,31,industry=24; industries=7,31,0,0,0,0,0,0,0
inspire,31,inspired=18; inspire=10; inspiring=3,1,0,30,0,0,0,0,0
instructor,31,instructor=26; instructors=5,31,0,0,0,0,0,0,0
lunch,31,lunch=31,29,2,0,0,0,0,0,0
measure,31,measure=14; measures=9; measuring=5; measured=3,16,0,15,0,0,0,0,0
name,31,name=18; named=7; names=5; naming=1,21,0,10,0,0,0,0,0
opal,31,opals=25; opal=6,25,4,1,0,1,0,0,0
overall,31,overall=31,0,0,0,0,19,12,0,0
reserve,31,reserve=18; reserved=10; reserving=3,4,2,25,0,0,0,0,0
security,31,security=31,31,0,0,0,0,0,0,0
storm,31,storm=20; storms=11,31,0,0,0,0,0,0,0
upcoming,31,upcoming=31,0,2,0,0,29,0,0,0
warm,31,warm=14; warmer=11; warming=5; warmed=1,0,0,6,0,25,0,0,0
wear,31,wear=16; wearing=12; worn=2; wears=1,4,0,27,0,0,0,0,0
wide,31,wide=25; wider=6,0,0,0,0,28,3,0,0
article,30,article=26; articles=4,30,0,0,0,0,0,0,0
beneficial,30,beneficial=30,0,0,0,0,30,0,0,0
bit,30,bit=23; bits=7,29,0,1,0,0,0,0,0
borrow,30,borrow=22; borrowed=8,0,0,30,0,0,0,0,0
claim,30,claim=22; claims=4; claimed=3; claiming=1,24,0,6,0,0,0,0,0
copy,30,copy=14; copies=11; copying=4; copied=1,25,0,5,0,0,0,0,0
difficulty,30,difficulty=20; difficulties=10,29,1,0,0,0,0,0,0
discount,30,discounts=13; discount=12; discounted=5,25,0,5,0,0,0,0,0
expand,30,expand=12; expanded=8; expanding=8; expands=2,1,0,29,0,0,0,0,0
force,30,force=16; forces=10; forcing=3; forced=1,25,0,5,0,0,0,0,0
heavy,30,heavy=29; heavier=1,0,0,0,0,30,0,0,0
integrate,30,integrating=17; integrate=5; integrated=5; integrates=3,1,0,29,0,0,0,0,0
musician,30,musicians=28; musician=2,30,0,0,0,0,0,0,0
observe,30,observed=15; observing=9; observe=6,0,0,30,0,0,0,0,0
organic,30,organic=30,0,1,0,0,29,0,0,0
potentially,30,potentially=30,0,0,0,0,0,30,0,0
primary,30,primary=30,0,0,0,0,30,0,0,0
registration,30,registration=29; registrations=1,26,4,0,0,0,0,0,0
regulation,30,regulation=16; regulations=14,30,0,0,0,0,0,0,0
renewable,30,renewable=30,0,0,0,0,30,0,0,0
students,30,students=30,0,30,0,0,0,0,0,0
wildlife,30,wildlife=30,30,0,0,0,0,0,0,0
abroad,29,abroad=29,0,3,0,0,5,15,0,6
aqueduct,29,aqueducts=29,29,0,0,0,0,0,0,0
bad,29,bad=22; worse=4; worst=2; bads=1,1,0,0,0,28,0,0,0
brain,29,brain=26; brains=3,29,0,0,0,0,0,0,0
central,29,central=29,0,7,0,0,22,0,0,0
clear,29,clear=25; clearer=2; cleared=1; clearing=1,0,0,3,0,26,0,0,0
contemporary,29,contemporary=26; contemporaries=3,3,1,0,0,25,0,0,0
crop,29,crops=21; crop=8,28,1,0,0,0,0,0,0
diversity,29,diversity=29,26,3,0,0,0,0,0,0
dormitory,29,dormitory=27; dormitories=2,28,1,0,0,0,0,0,0
drink,29,drinks=24; drink=4; drinking=1,25,0,4,0,0,0,0,0
examine,29,examine=12; examines=7; examining=6; examined=4,0,0,29,0,0,0,0,0
fall,29,fall=24; falling=3; fallen=1; falls=1,14,2,13,0,0,0,0,0
id,29,id=25; ids=4,13,16,0,0,0,0,0,0
interact,29,interact=18; interacting=6; interacts=5,0,0,29,0,0,0,0,0
italian,29,italian=29,0,0,0,0,29,0,0,0
living,29,living=29,29,0,0,0,0,0,0,0
male,29,male=20; males=9,20,0,0,0,9,0,0,0
message,29,message=15; messages=14,29,0,0,0,0,0,0,0
non,29,non=29,2,0,0,0,27,0,0,0
pangolin,29,pangolin=24; pangolins=5,27,2,0,0,0,0,0,0
protein,29,proteins=21; protein=8,29,0,0,0,0,0,0,0
radiation,29,radiation=29,29,0,0,0,0,0,0,0
reef,29,reefs=19; reef=10,25,3,1,0,0,0,0,0
register,29,register=24; registered=4; registering=1,3,1,25,0,0,0,0,0
scholar,29,scholars=27; scholar=2,29,0,0,0,0,0,0,0
sport,29,sports=26; sport=3,29,0,0,0,0,0,0,0
stability,29,stability=29,29,0,0,0,0,0,0,0
strength,29,strength=23; strengths=6,28,1,0,0,0,0,0,0
textbook,29,textbooks=16; textbook=13,29,0,0,0,0,0,0,0
thousand,29,thousands=25; thousand=4,25,1,0,0,0,0,0,3
treatment,29,treatment=17; treatments=12,29,0,0,0,0,0,0,0
whale,29,whales=20; whale=9,23,1,0,0,5,0,0,0
battery,28,battery=20; batteries=8,28,0,0,0,0,0,0,0
box,28,box=19; boxes=9,26,2,0,0,0,0,0,0
capture,28,capture=15; captured=6; capturing=5; captures=2,4,0,24,0,0,0,0,0
card,28,card=22; cards=6,28,0,0,0,0,0,0,0
coffee,28,coffee=28,27,1,0,0,0,0,0,0
cold,28,cold=26; colder=2,1,0,0,0,27,0,0,0
cook,28,cook=16; cooking=6; cooks=5; cooked=1,5,5,18,0,0,0,0,0
definitely,28,definitely=28,0,0,0,0,0,28,0,0
emerge,28,emerged=12; emerging=7; emerges=5; emerge=4,0,0,28,0,0,0,0,0
european,28,european=28,0,2,0,0,26,0,0,0
extend,28,extended=14; extend=9; extends=3; extending=2,0,0,28,0,0,0,0,0
eye,28,eye=16; eyes=12,27,1,0,0,0,0,0,0
fascinating,28,fascinating=28,1,0,0,0,27,0,0,0
host,28,host=10; hosting=8; hosted=6; hosts=4,4,2,22,0,0,0,0,0
limitation,28,limitations=16; limitation=12,28,0,0,0,0,0,0,0
million,28,millions=15; million=13,15,0,0,0,0,0,0,13
mindset,28,mindset=28,26,2,0,0,0,0,0,0
muscle,28,muscle=18; muscles=10,28,0,0,0,0,0,0,0
organization,28,organization=17; organizations=11,28,0,0,0,0,0,0,0
participant,28,participants=25; participant=3,27,0,0,0,1,0,0,0
predator,28,predators=20; predator=8,28,0,0,0,0,0,0,0
prey,28,prey=25; preyed=2; preying=1,19,5,4,0,0,0,0,0
printing,28,printing=28,28,0,0,0,0,0,0,0
recognize,28,recognize=12; recognized=8; recognizing=8,0,0,28,0,0,0,0,0
requirement,28,requirements=15; requirement=13,28,0,0,0,0,0,0,0
shopping,28,shopping=28,28,0,0,0,0,0,0,0
simple,28,simple=23; simpler=5,0,0,0,0,28,0,0,0
technical,28,technical=28,0,2,0,0,26,0,0,0
threat,28,threat=19; threats=9,28,0,0,0,0,0,0,0
appointment,27,appointment=22; appointments=5,27,0,0,0,0,0,0,0
architecture,27,architecture=27,27,0,0,0,0,0,0,0
artifact,27,artifacts=22; artifact=5,27,0,0,0,0,0,0,0
beach,27,beach=20; beaches=7,24,3,0,0,0,0,0,0
being,27,being=24; beings=3,26,1,0,0,0,0,0,0
beyond,27,beyond=27,0,0,0,0,0,0,0,27
chance,27,chance=25; chances=2,27,0,0,0,0,0,0,0
classical,27,classical=27,0,0,0,0,27,0,0,0
ecological,27,ecological=27,0,5,0,0,22,0,0,0
educational,27,educational=27,1,1,0,0,25,0,0,0
emission,27,emissions=22; emission=5,27,0,0,0,0,0,0,0
exchange,27,exchange=21; exchanges=4; exchanged=1; exchanging=1,22,0,5,0,0,0,0,0
familiar,27,familiar=27,0,0,0,0,27,0,0,0
fit,27,fit=16; fits=11,0,0,25,0,2,0,0,0
formation,27,formation=17; formations=10,26,1,0,0,0,0,0,0
framework,27,framework=21; frameworks=6,27,0,0,0,0,0,0,0
frequently,27,frequently=27,0,0,0,0,0,27,0,0
friendly,27,friendly=27,0,0,0,0,27,0,0,0
gathering,27,gathering=14; gatherings=13,27,0,0,0,0,0,0,0
happy,27,happy=25; happier=2,0,0,0,0,27,0,0,0
hotel,27,hotel=25; hotels=2,24,3,0,0,0,0,0,0
implication,27,implications=27,27,0,0,0,0,0,0,0
investment,27,investment=20; investments=7,27,0,0,0,0,0,0,0
island,27,island=22; islands=5,21,6,0,0,0,0,0,0
laptop,27,laptop=23; laptops=4,27,0,0,0,0,0,0,0
nearby,27,nearby=27,0,1,0,0,16,10,0,0
necessary,27,necessary=27,0,0,0,0,27,0,0,0
nice,27,nice=27,0,1,0,0,22,0,0,4
okay,27,okay=27,0,0,0,0,5,1,0,21
party,27,party=24; parties=3,26,1,0,0,0,0,0,0
rate,27,rates=16; rate=11,27,0,0,0,0,0,0,0
regulate,27,regulate=15; regulated=5; regulating=5; regulates=2,0,0,27,0,0,0,0,0
reward,27,rewards=16; reward=9; rewarded=2,25,0,2,0,0,0,0,0
save,27,save=15; saving=7; saved=3; saves=2,0,2,25,0,0,0,0,0
single,27,single=27,0,0,0,0,27,0,0,0
situation,27,situation=21; situations=6,26,1,0,0,0,0,0,0
sun,27,sun=27,12,15,0,0,0,0,0,0
trainer,27,trainer=21; trainers=6,18,9,0,0,0,0,0,0
trend,27,trends=14; trend=12; trending=1,26,0,1,0,0,0,0,0
vast,27,vast=27,0,0,0,0,27,0,0,0
alternative,26,alternative=23; alternatives=3,13,0,0,0,13,0,0,0
atmosphere,26,atmosphere=25; atmospheres=1,26,0,0,0,0,0,0,0
background,26,background=17; backgrounds=9,26,0,0,0,0,0,0,0
cancel,26,canceled=10; cancel=8; canceling=5; cancelled=3,0,0,26,0,0,0,0,0
college,26,college=26,17,9,0,0,0,0,0,0
context,26,context=25; contexts=1,25,0,1,0,0,0,0,0
decade,26,decades=23; decade=3,26,0,0,0,0,0,0,0
detect,26,detect=12; detecting=10; detected=4,0,0,26,0,0,0,0,0
dioxide,26,dioxide=26,26,0,0,0,0,0,0,0
discover,26,discovered=18; discover=7; discovering=1,1,0,25,0,0,0,0,0
downtown,26,downtown=26,21,1,0,0,4,0,0,0
empire,26,empire=26,3,23,0,0,0,0,0,0
fix,26,fixed=19; fix=4; fixing=2; fixes=1,0,0,26,0,0,0,0,0
game,26,game=16; games=10,26,0,0,0,0,0,0,0
graduate,26,graduate=19; graduating=5; graduated=1; graduates=1,15,1,10,0,0,0,0,0
indian,26,indian=26,0,2,0,0,24,0,0,0
infrastructure,26,infrastructure=26,26,0,0,0,0,0,0,0
kitchen,26,kitchen=26,26,0,0,0,0,0,0,0
law,26,law=22; laws=4,26,0,0,0,0,0,0,0
lean,26,lean=23; leans=2; leaning=1,0,4,5,0,17,0,0,0
lisa,26,lisa=26,3,23,0,0,0,0,0,0
mark,26,mark=12; marked=9; marks=4; marking=1,4,2,20,0,0,0,0,0
parent,26,parents=15; parent=11,26,0,0,0,0,0,0,0
perfect,26,perfect=22; perfected=4,0,1,5,0,20,0,0,0
primarily,26,primarily=26,0,0,0,0,0,26,0,0
property,26,properties=14; property=12,26,0,0,0,0,0,0,0
quiet,26,quiet=26,0,0,0,0,26,0,0,0
remove,26,removed=10; remove=8; removing=6; removes=2,0,0,26,0,0,0,0,0
sustainability,26,sustainability=26,24,2,0,0,0,0,0,0
synthetic,26,synthetic=26,0,2,0,0,24,0,0,0
win,26,won=17; winning=5; win=2; wins=2,1,0,25,0,0,0,0,0
window,26,window=13; windows=13,25,1,0,0,0,0,0,0
yeah,26,yeah=26,0,0,0,0,0,0,0,26
agricultural,25,agricultural=25,0,0,0,0,25,0,0,0
alter,25,alter=8; altering=7; altered=6; alters=4,2,0,23,0,0,0,0,0
appear,25,appear=9; appeared=8; appears=5; appearing=3,0,0,25,0,0,0,0,0
astronomy,25,astronomy=25,24,1,0,0,0,0,0,0
behind,25,behind=25,0,0,0,0,0,4,0,21
collaboration,25,collaboration=25,24,1,0,0,0,0,0,0
construct,25,constructing=11; constructed=9; constructs=3; construct=2,2,0,23,0,0,0,0,0
currently,25,currently=25,0,0,0,0,0,25,0,0
debris,25,debris=25,22,3,0,0,0,0,0,0
degree,25,degree=15; degrees=10,25,0,0,0,0,0,0,0
fact,25,fact=20; facts=5,25,0,0,0,0,0,0,0
farmer,25,farmers=25,25,0,0,0,0,0,0,0
finding,25,findings=17; finding=8,22,3,0,0,0,0,0,0
fire,25,fire=12; fires=7; fired=3; firing=3,18,1,6,0,0,0,0,0
five,25,five=25,0,0,0,0,0,0,0,25
float,25,floating=23; float=1; floats=1,0,0,25,0,0,0,0,0
freedom,25,freedom=21; freedoms=4,21,4,0,0,0,0,0,0
graphic,25,graphic=20; graphics=5,5,6,0,0,14,0,0,0
hi,25,hi=25,0,8,0,0,0,0,0,17
hobby,25,hobbies=14; hobby=11,25,0,0,0,0,0,0,0
manufacturing,25,manufacturing=25,25,0,0,0,0,0,0,0
neighborhood,25,neighborhoods=13; neighborhood=12,25,0,0,0,0,0,0,0
oil,25,oil=24; oiled=1,23,1,1,0,0,0,0,0
opening,25,opening=22; openings=3,24,1,0,0,0,0,0,0
photo,25,photos=15; photo=10,23,2,0,0,0,0,0,0
pm,25,pm=25,21,3,0,0,0,1,0,0
processing,25,processing=25,25,0,0,0,0,0,0,0
productivity,25,productivity=25,25,0,0,0,0,0,0,0
reservation,25,reservation=16; reservations=9,25,0,0,0,0,0,0,0
thrive,25,thrive=18; thrives=4; thriving=3,0,0,24,0,1,0,0,0
vegetable,25,vegetables=22; vegetable=3,25,0,0,0,0,0,0,0
venus,25,venus=25,0,25,0,0,0,0,0,0
wednesday,25,wednesday=23; wednesdays=2,2,23,0,0,0,0,0,0
zone,25,zones=19; zone=3; zoning=2; zoned=1,21,1,3,0,0,0,0,0
advisor,24,advisor=24,20,4,0,0,0,0,0,0
again,24,again=24,0,0,0,0,0,24,0,0
auditorium,24,auditorium=24,21,3,0,0,0,0,0,0
awareness,24,awareness=24,24,0,0,0,0,0,0,0
biochemical,24,biochemical=24,0,4,0,0,20,0,0,0
biodiversity,24,biodiversity=24,24,0,0,0,0,0,0,0
cafeteria,24,cafeteria=24,24,0,0,0,0,0,0,0
care,24,care=22; caring=2,18,1,5,0,0,0,0,0
commercial,24,commercial=24,0,0,0,0,24,0,0,0
communicate,24,communicate=21; communicating=2; communicates=1,0,0,24,0,0,0,0,0
composer,24,composers=15; composer=9,23,1,0,0,0,0,0,0
convert,24,convert=14; converting=6; converted=2; converts=2,0,0,24,0,0,0,0,0
directly,24,directly=24,0,0,0,0,0,24,0,0
drop,24,drop=12; dropped=10; dropping=1; drops=1,3,0,21,0,0,0,0,0
electric,24,electric=24,0,1,0,0,23,0,0,0
ensemble,24,ensemble=22; ensembles=2,7,2,0,0,15,0,0,0
entrance,24,entrance=24,23,1,0,0,0,0,0,0
erosion,24,erosion=24,19,5,0,0,0,0,0,0
evolution,24,evolution=24,21,3,0,0,0,0,0,0
expression,24,expression=19; expressions=5,24,0,0,0,0,0,0,0
extreme,24,extreme=24,0,0,0,0,24,0,0,0
figure,24,figures=11; figure=8; figured=3; figuring=2,13,0,11,0,0,0,0,0
frequent,24,frequent=24,0,0,0,0,24,0,0,0
fresh,24,fresh=24,0,0,0,0,24,0,0,0
genetic,24,genetic=18; genetics=6,6,0,0,0,18,0,0,0
geography,24,geography=24,21,3,0,0,0,0,0,0
grade,24,grades=9; grade=6; grading=6; graded=3,12,0,12,0,0,0,0,0
hire,24,hired=9; hiring=8; hire=7,0,1,23,0,0,0,0,0
implement,24,implementing=10; implement=7; implemented=7,0,0,24,0,0,0,0,0
input,24,input=12; inputs=12,24,0,0,0,0,0,0,0
internal,24,internal=24,0,0,0,0,24,0,0,0
interpret,24,interpret=17; interpreting=4; interpreted=2; interprets=1,0,0,24,0,0,0,0,0
match,24,match=16; matches=4; matched=3; matching=1,9,1,14,0,0,0,0,0
membership,24,membership=22; memberships=2,23,1,0,0,0,0,0,0
norm,24,norms=21; norm=3,24,0,0,0,0,0,0,0
physics,24,physics=24,18,6,0,0,0,0,0,0
pose,24,poses=9; pose=7; posed=4; posing=4,1,0,23,0,0,0,0,0
presence,24,presence=24,23,1,0,0,0,0,0,0
reaction,24,reactions=20; reaction=4,24,0,0,0,0,0,0,0
red,24,red=22; reds=2,6,7,0,0,11,0,0,0
remind,24,remind=24,0,0,24,0,0,0,0,0
safe,24,safe=16; safer=8,0,0,0,0,24,0,0,0
satellite,24,satellites=17; satellite=7,24,0,0,0,0,0,0,0
select,24,select=17; selected=5; selecting=2,0,0,23,0,1,0,0,0
spice,24,spices=13; spice=11,22,2,0,0,0,0,0,0
survival,24,survival=24,24,0,0,0,0,0,0,0
textile,24,textiles=21; textile=3,24,0,0,0,0,0,0,0
typically,24,typically=24,0,0,0,0,0,24,0,0
widely,24,widely=24,0,0,0,0,0,24,0,0
writing,24,writing=24,22,2,0,0,0,0,0,0
anything,23,anything=23,0,0,0,0,0,0,23,0
behavioral,23,behavioral=23,5,0,0,0,18,0,0,0
camera,23,camera=17; cameras=6,23,0,0,0,0,0,0,0
competition,23,competition=20; competitions=3,19,2,0,0,2,0,0,0
complexity,23,complexity=20; complexities=3,23,0,0,0,0,0,0,0
device,23,devices=16; device=7,23,0,0,0,0,0,0,0
