lemma,count,observed_forms,noun,proper_noun,verb,auxiliary,adjective,adverb,pronoun,other
degas,36,degas=36,0,36,0,0,0,0,0,0
deserve,36,deserves=14; deserve=11; deserved=11,0,0,36,0,0,0,0,0
detergent,36,detergent=21; detergents=15,31,5,0,0,0,0,0,0
dinner,36,dinner=36,36,0,0,0,0,0,0,0
distract,36,distract=12; distracted=12; distracting=10; distracts=2,1,0,35,0,0,0,0,0
duck,36,ducks=21; duck=15,35,0,1,0,0,0,0,0
durable,36,durable=36,0,0,0,0,36,0,0,0
dwelling,36,dwellings=20; dwelling=16,33,1,0,0,2,0,0,0
eject,36,ejected=31; eject=4; ejecting=1,0,0,36,0,0,0,0,0
endothermic,36,endothermic=36,8,11,1,0,16,0,0,0
entrance,36,entrance=25; entrances=11,36,0,0,0,0,0,0,0
entry,36,entry=27; entries=9,36,0,0,0,0,0,0,0
episode,36,episodes=26; episode=10,36,0,0,0,0,0,0,0
fiction,36,fiction=35; fictions=1,33,2,0,0,1,0,0,0
fifteenth,36,fifteenth=36,4,0,0,0,32,0,0,0
fold,36,fold=13; folded=12; folding=8; folds=3,2,0,33,0,1,0,0,0
grocery,36,grocery=28; groceries=8,36,0,0,0,0,0,0,0
indicator,36,indicator=19; indicators=17,36,0,0,0,0,0,0,0
label,36,label=15; labels=12; labeled=7; labeling=2,22,0,14,0,0,0,0,0
lifetime,36,lifetime=33; lifetimes=3,36,0,0,0,0,0,0,0
machinery,36,machinery=36,36,0,0,0,0,0,0,0
melaka,36,melaka=36,0,36,0,0,0,0,0,0
membrane,36,membranes=24; membrane=12,36,0,0,0,0,0,0,0
meroě,36,meroě=36,0,36,0,0,0,0,0,0
millennium,36,millennium=32; millennia=4,33,3,0,0,0,0,0,0
nucleus,36,nucleus=26; nuclei=10,36,0,0,0,0,0,0,0
panda,36,pandas=32; panda=4,32,0,4,0,0,0,0,0
pasture,36,pastures=20; pasture=16,34,0,0,0,2,0,0,0
peninsula,36,peninsula=36,8,28,0,0,0,0,0,0
pheromone,36,pheromone=19; pheromones=17,32,0,0,0,4,0,0,0
pollination,36,pollination=36,36,0,0,0,0,0,0,0
poster,36,posters=20; poster=16,36,0,0,0,0,0,0,0
researchers,36,researchers=36,0,36,0,0,0,0,0,0
saturday,36,saturday=36,0,36,0,0,0,0,0,0
scotland,36,scotland=36,0,36,0,0,0,0,0,0
secondary,36,secondary=36,0,0,0,0,36,0,0,0
serengeti,36,serengeti=36,0,36,0,0,0,0,0,0
split,36,split=31; splits=3; splitting=2,13,2,20,0,1,0,0,0
tablet,36,tablets=31; tablet=5,36,0,0,0,0,0,0,0
tank,36,tank=22; tanks=14,36,0,0,0,0,0,0,0
thistle,36,thistle=33; thistles=3,24,0,0,0,2,10,0,0
universe,36,universe=35; universes=1,34,2,0,0,0,0,0,0
virtually,36,virtually=36,0,0,0,0,0,36,0,0
weigh,36,weighed=16; weigh=13; weighing=4; weighs=3,0,0,36,0,0,0,0,0
wildebeest,36,wildebeests=21; wildebeest=15,27,4,0,0,4,1,0,0
working,36,working=30; workings=6,33,2,0,0,1,0,0,0
workplace,36,workplace=31; workplaces=5,33,0,0,0,3,0,0,0
assist,35,assist=17; assisting=9; assisted=6; assists=3,0,0,35,0,0,0,0,0
athlete,35,athletes=29; athlete=6,33,0,2,0,0,0,0,0
ban,35,banning=18; ban=10; banned=6; bans=1,5,2,28,0,0,0,0,0
bowl,35,bowl=19; bowls=16,30,4,1,0,0,0,0,0
camp,35,camp=23; camps=7; camping=5,29,1,5,0,0,0,0,0
classification,35,classification=29; classifications=6,35,0,0,0,0,0,0,0
dealer,35,dealers=20; dealer=15,35,0,0,0,0,0,0,0
einstein,35,einstein=35,0,35,0,0,0,0,0,0
extended,35,extended=35,0,3,0,0,32,0,0,0
f,35,f=35,0,29,0,0,0,0,0,6
feeder,35,feeders=32; feeder=3,35,0,0,0,0,0,0,0
fescue,35,fescue=35,13,1,0,0,21,0,0,0
flanders,35,flanders=35,1,34,0,0,0,0,0,0
found,35,founded=29; founding=6,0,0,35,0,0,0,0,0
geography,35,geography=35,35,0,0,0,0,0,0,0
gland,35,glands=25; gland=10,34,1,0,0,0,0,0,0
glow,35,glow=24; glowing=7; glows=4,13,0,22,0,0,0,0,0
guppy,35,guppies=32; guppy=3,33,0,0,0,2,0,0,0
harden,35,hardens=15; harden=11; hardened=9,15,0,20,0,0,0,0,0
hardly,35,hardly=35,0,0,0,0,0,35,0,0
homework,35,homework=35,35,0,0,0,0,0,0,0
hudson,35,hudson=35,0,35,0,0,0,0,0,0
immune,35,immune=35,0,0,0,0,35,0,0,0
indigenous,35,indigenous=35,0,0,0,0,35,0,0,0
kitchen,35,kitchen=32; kitchens=3,35,0,0,0,0,0,0,0
librarian,35,librarian=32; librarians=3,34,0,0,0,1,0,0,0
manatee,35,manatees=27; manatee=8,35,0,0,0,0,0,0,0
mycorrhizal,35,mycorrhizal=35,13,11,1,0,10,0,0,0
nowadays,35,nowadays=35,0,0,0,0,0,35,0,0
observer,35,observers=27; observer=8,35,0,0,0,0,0,0,0
ongoing,35,ongoing=35,0,0,0,0,35,0,0,0
overlook,35,overlooked=19; overlooks=7; overlook=6; overlooking=3,1,0,34,0,0,0,0,0
ownership,35,ownership=35,35,0,0,0,0,0,0,0
physically,35,physically=35,0,0,0,0,0,35,0,0
physiological,35,physiological=35,0,1,0,0,34,0,0,0
problematic,35,problematic=35,1,0,0,0,34,0,0,0
proper,35,proper=35,0,0,0,0,35,0,0,0
quilt,35,quilts=26; quilt=9,34,0,1,0,0,0,0,0
readily,35,readily=35,0,0,0,0,0,35,0,0
recognition,35,recognition=35,32,3,0,0,0,0,0,0
registration,35,registration=35,34,0,0,0,1,0,0,0
salary,35,salary=22; salaries=13,33,2,0,0,0,0,0,0
salesperson,35,salesperson=24; salespeople=11,35,0,0,0,0,0,0,0
scholarship,35,scholarship=27; scholarships=8,30,5,0,0,0,0,0,0
shopping,35,shopping=35,35,0,0,0,0,0,0,0
smoke,35,smoke=33; smoked=1; smoking=1,31,0,4,0,0,0,0,0
stomach,35,stomach=28; stomachs=7,34,1,0,0,0,0,0,0
strain,35,strains=21; strain=13; straining=1,33,0,2,0,0,0,0,0
subsequent,35,subsequent=35,0,0,0,0,35,0,0,0
subsidy,35,subsidies=26; subsidy=9,34,1,0,0,0,0,0,0
supplement,35,supplement=19; supplemented=7; supplements=7; supplementing=2,15,0,19,0,1,0,0,0
theatre,35,theatre=34; theatres=1,32,3,0,0,0,0,0,0
timber,35,timber=34; timbers=1,35,0,0,0,0,0,0,0
tobacco,35,tobacco=35,34,1,0,0,0,0,0,0
trail,35,trails=19; trail=15; trailing=1,29,4,2,0,0,0,0,0
unpleasant,35,unpleasant=35,0,0,0,0,34,1,0,0
user,35,users=23; user=12,33,2,0,0,0,0,0,0
vibrio,35,vibrio=34; vibrios=1,2,33,0,0,0,0,0,0
warning,35,warning=30; warnings=5,34,1,0,0,0,0,0,0
wasp,35,wasps=23; wasp=12,31,3,1,0,0,0,0,0
alongside,34,alongside=34,0,0,0,0,0,0,0,34
amphipod,34,amphipods=18; amphipod=16,34,0,0,0,0,0,0,0
animate,34,animated=34,0,0,34,0,0,0,0,0
anthropologist,34,anthropologists=26; anthropologist=8,31,2,0,0,0,0,0,1
ape,34,apes=31; ape=3,32,0,2,0,0,0,0,0
apple,34,apple=24; apples=10,33,1,0,0,0,0,0,0
attraction,34,attraction=27; attractions=7,33,1,0,0,0,0,0,0
bulb,34,bulbs=27; bulb=7,31,3,0,0,0,0,0,0
callipterus,34,callipterus=34,19,15,0,0,0,0,0,0
canoe,34,canoe=16; canoes=16; canoeing=2,31,1,2,0,0,0,0,0
cézanne,34,cézanne=34,0,34,0,0,0,0,0,0
destruction,34,destruction=34,33,1,0,0,0,0,0,0
differences,34,differences=34,0,34,0,0,0,0,0,0
dirt,34,dirt=34,34,0,0,0,0,0,0,0
disagreement,34,disagreement=20; disagreements=14,33,0,1,0,0,0,0,0
disruption,34,disruption=26; disruptions=8,34,0,0,0,0,0,0,0
edition,34,edition=30; editions=4,34,0,0,0,0,0,0,0
epic,34,epic=33; epics=1,9,0,0,0,25,0,0,0
estate,34,estate=22; estates=12,33,0,1,0,0,0,0,0
expectation,34,expectations=24; expectation=10,34,0,0,0,0,0,0,0
fade,34,fade=19; faded=13; fades=1; fading=1,5,0,29,0,0,0,0,0
fort,34,fort=22; forts=12,19,15,0,0,0,0,0,0
geothermal,34,geothermal=34,4,2,0,0,28,0,0,0
granitic,34,granitic=34,0,1,0,0,33,0,0,0
guam,34,guam=34,0,34,0,0,0,0,0,0
guideline,34,guidelines=28; guideline=6,34,0,0,0,0,0,0,0
hypothesize,34,hypothesized=26; hypothesize=7; hypothesizes=1,2,1,31,0,0,0,0,0
impasto,34,impasto=34,27,2,0,0,5,0,0,0
indirect,34,indirect=34,0,3,0,0,31,0,0,0
laundry,34,laundry=34,13,1,0,0,20,0,0,0
m,34,m=34,6,19,8,0,0,0,1,0
mathematical,34,mathematical=34,0,0,0,0,34,0,0,0
merely,34,merely=34,0,0,0,0,0,34,0,0
migratory,34,migratory=34,23,1,0,0,10,0,0,0
monday,34,monday=34,0,34,0,0,0,0,0,0
neighborhood,34,neighborhood=21; neighborhoods=13,34,0,0,0,0,0,0,0
nine,34,nine=34,0,1,0,0,0,0,0,33
noguchi,34,noguchi=34,0,34,0,0,0,0,0,0
placental,34,placentals=25; placental=9,25,0,0,0,9,0,0,0
plankton,34,plankton=34,0,34,0,0,0,0,0,0
plausible,34,plausible=34,0,0,0,0,34,0,0,0
printer,34,printer=25; printers=9,33,1,0,0,0,0,0,0
prize,34,prize=18; prized=12; prizes=4,19,3,12,0,0,0,0,0
qualified,34,qualified=34,0,0,0,0,34,0,0,0
quorum,34,quorum=34,18,15,1,0,0,0,0,0
replacement,34,replacement=33; replacements=1,34,0,0,0,0,0,0,0
residential,34,residential=34,0,2,0,0,32,0,0,0
restoration,34,restoration=33; restorations=1,33,1,0,0,0,0,0,0
retreat,34,retreat=17; retreated=10; retreats=4; retreating=3,9,0,25,0,0,0,0,0
revise,34,revised=18; revise=13; revising=3,0,2,32,0,0,0,0,0
robin,34,robins=21; robin=13,27,7,0,0,0,0,0,0
row,34,row=20; rows=13; rowed=1,32,0,2,0,0,0,0,0
scratch,34,scratch=18; scratches=7; scratched=5; scratching=4,21,0,13,0,0,0,0,0
son,34,son=25; sons=9,34,0,0,0,0,0,0,0
speculate,34,speculate=20; speculated=10; speculating=3; speculates=1,1,0,33,0,0,0,0,0
thunderstorm,34,thunderstorms=18; thunderstorm=16,30,1,1,0,2,0,0,0
tolerate,34,tolerate=31; tolerated=2; tolerating=1,2,0,32,0,0,0,0,0
upset,34,upset=31; upsets=2; upsetting=1,2,0,9,0,23,0,0,0
vortex,34,vortices=19; vortex=15,33,1,0,0,0,0,0,0
withstand,34,withstand=30; withstood=3; withstanding=1,1,0,33,0,0,0,0,0
woodcut,34,woodcut=17; woodcuts=17,32,0,1,0,1,0,0,0
acacia,33,acacia=31; acacias=2,12,21,0,0,0,0,0,0
achievement,33,achievements=21; achievement=12,33,0,0,0,0,0,0,0
aim,33,aim=18; aimed=12; aims=2; aiming=1,13,0,20,0,0,0,0,0
antarctic,33,antarctic=33,0,13,0,0,20,0,0,0
athens,33,athens=33,0,33,0,0,0,0,0,0
automatically,33,automatically=33,0,0,0,0,0,33,0,0
azolla,33,azolla=33,0,33,0,0,0,0,0,0
bamboo,33,bamboo=33,33,0,0,0,0,0,0,0
carboniferous,33,carboniferous=33,0,9,0,0,24,0,0,0
centimeter,33,centimeters=28; centimeter=5,33,0,0,0,0,0,0,0
chaco,33,chaco=33,0,33,0,0,0,0,0,0
chase,33,chasing=12; chase=9; chased=7; chases=5,3,0,30,0,0,0,0,0
climber,33,climber=32; climbers=1,23,10,0,0,0,0,0,0
correctly,33,correctly=33,0,0,0,0,0,33,0,0
cunningham,33,cunningham=33,0,33,0,0,0,0,0,0
designer,33,designers=24; designer=9,33,0,0,0,0,0,0,0
destination,33,destination=28; destinations=5,33,0,0,0,0,0,0,0
equip,33,equipped=28; equip=3; equipping=2,0,0,33,0,0,0,0,0
eurasia,33,eurasia=33,0,33,0,0,0,0,0,0
examination,33,examination=32; examinations=1,33,0,0,0,0,0,0,0
exert,33,exert=17; exerted=11; exerting=3; exerts=2,2,0,31,0,0,0,0,0
expertise,33,expertise=32; expertises=1,32,1,0,0,0,0,0,0
fishery,33,fisheries=21; fishery=12,33,0,0,0,0,0,0,0
galapagos,33,galapagos=33,0,33,0,0,0,0,0,0
gill,33,gills=32; gill=1,33,0,0,0,0,0,0,0
graphene,33,graphene=33,27,2,1,0,3,0,0,0
hmm,33,hmm=33,0,30,0,0,0,0,0,3
horseshoe,33,horseshoe=32; horseshoes=1,12,20,1,0,0,0,0,0
hurricane,33,hurricane=24; hurricanes=9,33,0,0,0,0,0,0,0
identical,33,identical=33,0,0,0,0,33,0,0,0
identity,33,identity=31; identities=2,32,0,1,0,0,0,0,0
importantly,33,importantly=33,0,0,0,0,0,33,0,0
improved,33,improved=33,0,5,0,0,28,0,0,0
independence,33,independence=33,33,0,0,0,0,0,0,0
invertebrate,33,invertebrates=28; invertebrate=5,25,0,7,0,1,0,0,0
isolate,33,isolated=21; isolate=5; isolating=5; isolates=2,0,0,33,0,0,0,0,0
makeup,33,makeup=32; makeups=1,33,0,0,0,0,0,0,0
mangrove,33,mangrove=22; mangroves=11,25,1,7,0,0,0,0,0
mary,33,mary=33,0,33,0,0,0,0,0,0
mentor,33,mentor=25; mentoring=4; mentors=3; mentored=1,23,0,10,0,0,0,0,0
mixed,33,mixed=33,0,0,0,0,33,0,0,0
mycenaean,33,mycenaean=33,0,5,0,0,28,0,0,0
nesting,33,nesting=33,9,0,0,0,24,0,0,0
occupation,33,occupation=18; occupations=15,33,0,0,0,0,0,0,0
pain,33,pain=33,31,0,2,0,0,0,0,0
planting,33,planting=32; plantings=1,33,0,0,0,0,0,0,0
porch,33,porch=21; porches=12,33,0,0,0,0,0,0,0
prominent,33,prominent=33,0,0,0,0,33,0,0,0
quelea,33,quelea=18; queleas=15,17,13,0,0,3,0,0,0
rank,33,rank=17; ranking=8; ranked=5; ranks=3,15,1,17,0,0,0,0,0
san,33,san=33,0,33,0,0,0,0,0,0
secure,33,secure=21; secured=10; securing=2,0,0,17,0,16,0,0,0
senior,33,senior=27; seniors=6,7,0,0,0,26,0,0,0
spirit,33,spirit=21; spirits=12,32,1,0,0,0,0,0,0
unfamiliar,33,unfamiliar=33,1,0,0,0,32,0,0,0
vacuum,33,vacuum=32; vacuums=1,31,0,1,0,1,0,0,0
vanilla,33,vanilla=33,32,1,0,0,0,0,0,0
acidic,32,acidic=32,0,0,0,0,32,0,0,0
administration,32,administration=32,30,2,0,0,0,0,0,0
admit,32,admit=25; admits=3; admitted=3; admitting=1,0,0,32,0,0,0,0,0
agent,32,agent=16; agents=16,32,0,0,0,0,0,0,0
alive,32,alive=32,0,0,0,0,32,0,0,0
appreciation,32,appreciation=32,32,0,0,0,0,0,0,0
arts,32,arts=32,0,32,0,0,0,0,0,0
bce,32,bce=32,4,28,0,0,0,0,0,0
blame,32,blame=26; blamed=6,4,0,28,0,0,0,0,0
brightly,32,brightly=32,0,0,0,0,0,32,0,0
bush,32,bushes=22; bush=10,24,8,0,0,0,0,0,0
cassini,32,cassini=32,0,32,0,0,0,0,0,0
chimp,32,chimps=22; chimp=10,31,0,1,0,0,0,0,0
cooperation,32,cooperation=32,32,0,0,0,0,0,0,0
enclose,32,enclosed=21; enclosing=6; enclose=4; encloses=1,1,0,31,0,0,0,0,0
fake,32,fake=29; fakes=3,10,0,1,0,21,0,0,0
forecast,32,forecast=20; forecasts=12,28,0,4,0,0,0,0,0
fragile,32,fragile=32,0,0,0,0,32,0,0,0
franklin,32,franklin=32,0,32,0,0,0,0,0,0
genetically,32,genetically=32,0,0,0,0,0,32,0,0
germinate,32,germinate=29; germinated=2; germinating=1,4,0,27,0,1,0,0,0
grab,32,grab=21; grabbing=5; grabbed=3; grabs=3,0,0,32,0,0,0,0,0
historic,32,historic=32,0,6,0,0,26,0,0,0
infrastructure,32,infrastructure=31; infrastructures=1,31,1,0,0,0,0,0,0
investigation,32,investigation=17; investigations=15,32,0,0,0,0,0,0,0
judgment,32,judgment=16; judgments=16,32,0,0,0,0,0,0,0
lascaux,32,lascaux=32,0,32,0,0,0,0,0,0
londinium,32,londinium=32,0,32,0,0,0,0,0,0
mode,32,mode=19; modes=13,32,0,0,0,0,0,0,0
myth,32,myth=17; myths=15,31,1,0,0,0,0,0,0
nevertheless,32,nevertheless=32,0,0,0,0,0,32,0,0
noticeable,32,noticeable=32,0,0,0,0,32,0,0,0
objective,32,objective=28; objectives=4,11,0,0,0,21,0,0,0
occasion,32,occasion=18; occasions=14,32,0,0,0,0,0,0,0
olive,32,olive=29; olives=3,25,1,0,0,6,0,0,0
oxide,32,oxide=22; oxides=10,31,0,1,0,0,0,0,0
ozone,32,ozone=32,30,2,0,0,0,0,0,0
participation,32,participation=32,32,0,0,0,0,0,0,0
partnership,32,partnership=23; partnerships=9,32,0,0,0,0,0,0,0
passenger,32,passengers=25; passenger=7,32,0,0,0,0,0,0,0
payment,32,payment=21; payments=11,32,0,0,0,0,0,0,0
peacock,32,peacocks=18; peacock=14,31,0,1,0,0,0,0,0
perfectly,32,perfectly=32,0,0,0,0,0,32,0,0
pop,32,pop=27; popping=2; pops=2; popped=1,12,6,11,0,3,0,0,0
predictable,32,predictable=32,0,1,0,0,31,0,0,0
preferred,32,preferred=32,0,0,0,0,32,0,0,0
pretend,32,pretend=20; pretending=8; pretended=3; pretends=1,12,0,19,0,1,0,0,0
principal,32,principal=32,3,1,0,0,28,0,0,0
replenish,32,replenished=14; replenish=13; replenishing=4; replenishes=1,0,0,32,0,0,0,0,0
revere,32,revere=31; revered=1,5,23,4,0,0,0,0,0
revolutionary,32,revolutionary=32,1,6,0,0,25,0,0,0
robot,32,robots=24; robot=8,32,0,0,0,0,0,0,0
sauropod,32,sauropods=29; sauropod=3,30,0,0,0,2,0,0,0
scandinavia,32,scandinavia=32,0,32,0,0,0,0,0,0
sensory,32,sensory=32,0,1,0,0,31,0,0,0
sexual,32,sexual=32,0,3,0,0,29,0,0,0
shoot,32,shoots=16; shoot=10; shot=6,12,0,20,0,0,0,0,0
smelting,32,smelting=32,32,0,0,0,0,0,0,0
solely,32,solely=32,0,0,0,0,0,32,0,0
spray,32,sprayed=15; spray=10; spraying=5; sprays=2,6,0,26,0,0,0,0,0
sprout,32,sprout=25; sprouting=4; sprouts=2; sprouted=1,12,0,20,0,0,0,0,0
staple,32,staple=29; staples=3,19,0,0,0,13,0,0,0
sustainable,32,sustainable=32,0,0,0,0,32,0,0,0
sweep,32,swept=22; sweep=4; sweeping=3; sweeps=3,1,0,31,0,0,0,0,0
thirty,32,thirty=32,0,1,0,0,0,0,0,31
uncertain,32,uncertain=32,0,0,0,0,32,0,0,0
villa,32,villa=19; villas=13,29,3,0,0,0,0,0,0
advise,31,advise=15; advising=8; advised=7; advises=1,1,0,30,0,0,0,0,0
award,31,awarded=13; award=10; awards=6; awarding=2,14,0,17,0,0,0,0,0
beat,31,beat=11; beats=11; beaten=6; beating=3,14,0,17,0,0,0,0,0
bias,31,bias=23; biased=5; biases=3,21,4,6,0,0,0,0,0
birds,31,birds=31,0,31,0,0,0,0,0,0
chart,31,charts=18; chart=13,31,0,0,0,0,0,0,0
cheatgrass,31,cheatgrass=31,30,1,0,0,0,0,0,0
clock,31,clock=22; clocks=9,30,0,1,0,0,0,0,0
compensate,31,compensate=20; compensates=6; compensated=4; compensating=1,3,0,28,0,0,0,0,0
constraint,31,constraints=26; constraint=5,30,0,1,0,0,0,0,0
continuously,31,continuously=31,0,0,0,0,0,31,0,0
criticize,31,criticize=15; criticized=15; criticizing=1,0,0,31,0,0,0,0,0
curious,31,curious=31,0,1,0,0,30,0,0,0
cutting,31,cutting=31,31,0,0,0,0,0,0,0
darkness,31,darkness=31,31,0,0,0,0,0,0,0
daughter,31,daughter=28; daughters=3,31,0,0,0,0,0,0,0
deficit,31,deficit=18; deficits=13,31,0,0,0,0,0,0,0
desirable,31,desirable=31,0,0,0,0,31,0,0,0
doubtful,31,doubtful=31,2,0,0,0,29,0,0,0
drinking,31,drinking=31,31,0,0,0,0,0,0,0
engraving,31,engravings=26; engraving=5,31,0,0,0,0,0,0,0
entrepreneur,31,entrepreneurs=25; entrepreneur=6,31,0,0,0,0,0,0,0
erratic,31,erratics=20; erratic=11,20,0,0,0,11,0,0,0
fairy,31,fairy=30; fairies=1,30,1,0,0,0,0,0,0
fan,31,fans=19; fan=11; fanning=1,28,1,2,0,0,0,0,0
fanny,31,fanny=31,0,31,0,0,0,0,0,0
festival,31,festival=23; festivals=8,28,3,0,0,0,0,0,0
fifteen,31,fifteen=31,0,0,0,0,0,0,0,31
filter,31,filter=19; filters=9; filtering=2; filtered=1,13,0,17,0,1,0,0,0
fitness,31,fitness=31,26,5,0,0,0,0,0,0
fluctuation,31,fluctuations=25; fluctuation=6,31,0,0,0,0,0,0,0
footage,31,footage=31,31,0,0,0,0,0,0,0
forever,31,forever=31,0,0,0,0,0,31,0,0
format,31,format=24; formats=3; formatted=2; formatting=2,26,0,5,0,0,0,0,0
funny,31,funny=31,1,1,0,0,29,0,0,0
geographical,31,geographical=31,0,0,0,0,31,0,0,0
gogh,31,gogh=31,0,31,0,0,0,0,0,0
hawk,31,hawks=16; hawk=15,29,2,0,0,0,0,0,0
humans,31,humans=31,0,31,0,0,0,0,0,0
improvisation,31,improvisation=29; improvisations=2,31,0,0,0,0,0,0,0
inaccurate,31,inaccurate=31,0,0,1,0,30,0,0,0
incredibly,31,incredibly=31,0,0,0,0,0,31,0,0
interval,31,intervals=20; interval=11,31,0,0,0,0,0,0,0
logical,31,logical=31,1,1,0,0,29,0,0,0
microburst,31,microbursts=16; microburst=15,30,1,0,0,0,0,0,0
nocturnal,31,nocturnal=31,0,0,0,0,31,0,0,0
orca,31,orca=18; orcas=13,25,6,0,0,0,0,0,0
peter,31,peter=31,0,31,0,0,0,0,0,0
pour,31,poured=17; pour=7; pouring=6; pours=1,3,0,28,0,0,0,0,0
presumably,31,presumably=31,0,1,0,0,0,30,0,0
prop,31,props=20; prop=9; propped=1; propping=1,25,3,3,0,0,0,0,0
pure,31,pure=29; purer=1; purest=1,0,1,0,0,30,0,0,0
questionnaire,31,questionnaires=24; questionnaire=7,31,0,0,0,0,0,0,0
random,31,random=31,0,0,0,0,31,0,0,0
robinson,31,robinson=31,0,31,0,0,0,0,0,0
seagrass,31,seagrass=30; seagrasses=1,30,0,1,0,0,0,0,0
shelf,31,shelves=24; shelf=7,31,0,0,0,0,0,0,0
simulation,31,simulations=22; simulation=9,31,0,0,0,0,0,0,0
singing,31,singing=31,31,0,0,0,0,0,0,0
spawn,31,spawning=15; spawn=12; spawned=4,2,1,28,0,0,0,0,0
sponge,31,sponge=21; sponges=7; sponging=3,27,0,3,0,1,0,0,0
subsistence,31,subsistence=31,29,1,1,0,0,0,0,0
swallow,31,swallow=23; swallowed=4; swallowing=2; swallows=2,1,2,10,0,0,18,0,0
symbolize,31,symbolize=12; symbolized=10; symbolizes=8; symbolizing=1,1,0,30,0,0,0,0,0
thickness,31,thickness=30; thicknesses=1,31,0,0,0,0,0,0,0
thule,31,thule=31,1,22,0,0,8,0,0,0
tide,31,tide=19; tides=12,31,0,0,0,0,0,0,0
twist,31,twist=22; twists=6; twisting=2; twisted=1,16,4,11,0,0,0,0,0
underneath,31,underneath=31,1,0,0,0,0,6,0,24
utilitarian,31,utilitarian=31,0,0,0,0,31,0,0,0
whitney,31,whitney=31,0,31,0,0,0,0,0,0
wobble,31,wobble=22; wobbles=5; wobbling=4,13,0,15,0,3,0,0,0
woody,31,woody=31,24,4,1,0,2,0,0,0
x,31,x=31,26,1,0,0,0,0,0,4
acceptance,30,acceptance=30,29,1,0,0,0,0,0,0
actively,30,actively=30,0,0,0,0,0,30,0,0
akkadian,30,akkadian=30,0,16,0,0,14,0,0,0
altogether,30,altogether=30,0,0,0,0,0,30,0,0
angiosperm,30,angiosperms=25; angiosperm=5,27,1,0,0,2,0,0,0
bantu,30,bantu=30,0,27,0,0,3,0,0,0
basketball,30,basketball=30,30,0,0,0,0,0,0,0
bd,30,bd=30,0,29,0,0,0,0,1,0
biodiversity,30,biodiversity=30,29,1,0,0,0,0,0,0
biomass,30,biomass=30,29,1,0,0,0,0,0,0
breath,30,breath=29; breaths=1,28,0,2,0,0,0,0,0
butter,30,butter=30,28,2,0,0,0,0,0,0
cable,30,cable=22; cables=8,29,1,0,0,0,0,0,0
cap,30,cap=18; caps=12,29,0,1,0,0,0,0,0
co,30,co=30,20,4,6,0,0,0,0,0
coating,30,coating=26; coatings=4,30,0,0,0,0,0,0,0
comparatively,30,comparatively=30,0,3,0,0,0,27,0,0
confine,30,confined=26; confine=2; confines=1; confining=1,1,0,29,0,0,0,0,0
cooperative,30,cooperative=30,1,1,0,0,28,0,0,0
coordinate,30,coordinate=15; coordinated=9; coordinates=3; coordinating=3,5,0,25,0,0,0,0,0
crash,30,crashed=11; crashing=10; crash=6; crashes=3,6,0,24,0,0,0,0,0
custom,30,customs=19; custom=11,27,1,0,0,0,2,0,0
descend,30,descended=21; descend=5; descending=2; descends=2,1,0,29,0,0,0,0,0
disappointed,30,disappointed=30,1,2,0,0,27,0,0,0
eggshell,30,eggshells=24; eggshell=6,30,0,0,0,0,0,0,0
elliptical,30,elliptical=30,0,0,0,0,30,0,0,0
employer,30,employers=21; employer=9,30,0,0,0,0,0,0,0
enterprise,30,enterprise=17; enterprises=11; enterprising=2,24,4,2,0,0,0,0,0
establishment,30,establishment=20; establishments=10,29,1,0,0,0,0,0,0
extraordinary,30,extraordinary=30,0,1,0,0,29,0,0,0
grazer,30,grazers=27; grazer=3,30,0,0,0,0,0,0,0
hierarchy,30,hierarchy=26; hierarchies=4,29,1,0,0,0,0,0,0
hummingbird,30,hummingbirds=20; hummingbird=10,22,6,0,0,2,0,0,0
hungry,30,hungry=28; hungriest=2,0,0,0,0,30,0,0,0
hypnosis,30,hypnosis=30,27,3,0,0,0,0,0,0
initiative,30,initiative=18; initiatives=12,30,0,0,0,0,0,0,0
insulate,30,insulating=18; insulate=5; insulated=5; insulates=2,0,0,30,0,0,0,0,0
invasion,30,invasion=25; invasions=5,30,0,0,0,0,0,0,0
inventor,30,inventors=16; inventor=14,30,0,0,0,0,0,0,0
knee,30,knees=23; knee=7,30,0,0,0,0,0,0,0
licensing,30,licensing=30,28,2,0,0,0,0,0,0
lisa,30,lisa=30,0,30,0,0,0,0,0,0
lord,30,lord=16; lords=14,15,15,0,0,0,0,0,0
manipulate,30,manipulate=10; manipulated=10; manipulating=8; manipulates=2,0,0,30,0,0,0,0,0
means,30,means=30,30,0,0,0,0,0,0,0
megapode,30,megapodes=18; megapode=12,28,2,0,0,0,0,0,0
migrating,30,migrating=30,27,2,0,0,1,0,0,0
nervous,30,nervous=30,0,0,0,0,30,0,0,0
nurse,30,nurse=21; nurses=5; nursing=4,21,1,8,0,0,0,0,0
palsa,30,palsa=17; palsas=13,30,0,0,0,0,0,0,0
periodically,30,periodically=30,0,0,0,0,0,30,0,0
pigeon,30,pigeons=27; pigeon=3,30,0,0,0,0,0,0,0
realist,30,realist=27; realists=3,4,1,1,0,24,0,0,0
rigid,30,rigid=30,0,0,0,0,30,0,0,0
rope,30,rope=22; ropes=6; roped=2,28,0,2,0,0,0,0,0
shard,30,shards=29; shard=1,30,0,0,0,0,0,0,0
solidify,30,solidify=19; solidified=9; solidifying=2,2,0,28,0,0,0,0,0
