lemma,count,observed_forms,noun,proper_noun,verb,auxiliary,adjective,adverb,pronoun,other
aesthetic,38,aesthetic=20; aesthetics=18,19,1,0,0,18,0,0,0
andes,38,andes=38,0,38,0,0,0,0,0,0
automatically,38,automatically=38,0,0,0,0,0,38,0,0
ban,38,banning=18; ban=11; banned=7; bans=2,6,2,30,0,0,0,0,0
bearden,38,bearden=38,0,38,0,0,0,0,0,0
bowl,38,bowl=19; bowls=18; bowling=1,32,4,2,0,0,0,0,0
burial,38,burial=33; burials=5,33,0,0,0,5,0,0,0
cable,38,cable=24; cables=14,37,1,0,0,0,0,0,0
campaign,38,campaign=24; campaigns=13; campaigning=1,37,0,1,0,0,0,0,0
circadian,38,circadian=38,0,0,0,0,38,0,0,0
combat,38,combat=32; combating=4; combats=1; combatting=1,10,0,28,0,0,0,0,0
commodity,38,commodities=19; commodity=19,38,0,0,0,0,0,0,0
consistently,38,consistently=38,0,0,0,0,0,38,0,0
constraint,38,constraints=32; constraint=6,37,0,1,0,0,0,0,0
data,38,data=38,29,9,0,0,0,0,0,0
deserve,38,deserves=16; deserve=11; deserved=11,0,0,38,0,0,0,0,0
diminish,38,diminished=18; diminish=9; diminishing=7; diminishes=4,0,0,35,0,3,0,0,0
duke,38,duke=36; dukes=2,17,21,0,0,0,0,0,0
examination,38,examination=33; examinations=5,38,0,0,0,0,0,0,0
exterior,38,exterior=30; exteriors=8,20,0,0,0,18,0,0,0
functional,38,functional=38,0,1,0,0,37,0,0,0
genetically,38,genetically=38,0,1,0,0,0,37,0,0
geographical,38,geographical=38,0,0,0,0,38,0,0,0
geothermal,38,geothermal=38,4,2,0,0,32,0,0,0
grab,38,grab=24; grabbing=6; grabbed=5; grabs=3,0,0,38,0,0,0,0,0
groove,38,grooves=28; groove=8; grooved=2,36,0,2,0,0,0,0,0
guard,38,guard=14; guards=13; guarded=6; guarding=5,19,1,18,0,0,0,0,0
hermit,38,hermit=36; hermits=2,5,8,2,0,23,0,0,0
historic,38,historic=38,0,6,0,0,32,0,0,0
hypothesize,38,hypothesized=26; hypothesize=8; hypothesizes=4,2,1,35,0,0,0,0,0
involvement,38,involvement=38,35,1,2,0,0,0,0,0
laundry,38,laundry=38,13,2,0,0,23,0,0,0
membrane,38,membranes=26; membrane=12,38,0,0,0,0,0,0,0
millennium,38,millennium=34; millennia=4,35,3,0,0,0,0,0,0
miner,38,miners=27; miner=11,38,0,0,0,0,0,0,0
mitigate,38,mitigate=25; mitigating=12; mitigated=1,1,0,37,0,0,0,0,0
navigation,38,navigation=38,36,2,0,0,0,0,0,0
nonetheless,38,nonetheless=38,0,0,0,0,0,38,0,0
nonnative,38,nonnative=37; nonnatives=1,1,1,0,0,36,0,0,0
northeastern,38,northeastern=38,0,3,0,0,35,0,0,0
notable,38,notable=38,0,0,0,0,38,0,0,0
physiological,38,physiological=38,0,1,0,0,37,0,0,0
pollination,38,pollination=38,38,0,0,0,0,0,0,0
puffin,38,puffins=32; puffin=6,36,1,0,0,1,0,0,0
readily,38,readily=38,0,0,0,0,0,38,0,0
removal,38,removal=38,37,1,0,0,0,0,0,0
retreat,38,retreat=21; retreated=10; retreats=4; retreating=3,12,1,25,0,0,0,0,0
revise,38,revised=19; revise=15; revising=4,0,3,35,0,0,0,0,0
rift,38,rift=25; rifts=13,33,5,0,0,0,0,0,0
rigid,38,rigid=38,0,0,0,0,38,0,0,0
shelf,38,shelves=30; shelf=8,38,0,0,0,0,0,0,0
subsequent,38,subsequent=38,0,0,0,0,38,0,0,0
tank,38,tank=23; tanks=15,38,0,0,0,0,0,0,0
token,38,tokens=23; token=15,24,0,1,0,13,0,0,0
tone,38,tone=19; tones=19,38,0,0,0,0,0,0,0
traveler,38,travelers=33; traveler=5,36,2,0,0,0,0,0,0
upgrade,38,upgrade=23; upgrades=8; upgraded=4; upgrading=3,24,0,14,0,0,0,0,0
vacuum,38,vacuum=37; vacuums=1,36,0,1,0,1,0,0,0
virtually,38,virtually=38,0,0,0,0,0,38,0,0
wednesday,38,wednesday=34; wednesdays=4,4,34,0,0,0,0,0,0
weekly,38,weekly=38,1,0,0,0,34,3,0,0
wildebeest,38,wildebeests=22; wildebeest=16,28,4,0,0,5,1,0,0
alongside,37,alongside=37,0,0,0,0,0,0,0,37
assess,37,assess=20; assessing=16; assessed=1,1,0,36,0,0,0,0,0
beat,37,beat=16; beats=11; beaten=7; beating=3,18,0,19,0,0,0,0,0
bombardment,37,bombardment=34; bombardments=3,36,1,0,0,0,0,0,0
camp,37,camp=25; camps=7; camping=5,31,1,5,0,0,0,0,0
celebrate,37,celebrate=19; celebrated=10; celebrates=4; celebrating=4,0,0,37,0,0,0,0,0
centimeter,37,centimeters=31; centimeter=6,37,0,0,0,0,0,0,0
controversy,37,controversy=34; controversies=3,37,0,0,0,0,0,0,0
crescent,37,crescent=37,6,31,0,0,0,0,0,0
differences,37,differences=37,0,37,0,0,0,0,0,0
dimorphism,37,dimorphism=37,34,3,0,0,0,0,0,0
disaster,37,disaster=24; disasters=13,37,0,0,0,0,0,0,0
donation,37,donations=27; donation=10,37,0,0,0,0,0,0,0
expressionism,37,expressionism=37,14,23,0,0,0,0,0,0
f,37,f=37,0,31,0,0,0,0,0,6
filmmaker,37,filmmakers=24; filmmaker=13,37,0,0,0,0,0,0,0
friendship,37,friendship=19; friendships=18,37,0,0,0,0,0,0,0
harden,37,hardens=16; harden=12; hardened=9,16,0,21,0,0,0,0,0
hierarchy,37,hierarchy=30; hierarchies=7,36,1,0,0,0,0,0,0
intricate,37,intricate=37,0,0,0,0,37,0,0,0
landmass,37,landmasses=22; landmass=15,37,0,0,0,0,0,0,0
meteor,37,meteor=28; meteors=9,37,0,0,0,0,0,0,0
minimal,37,minimal=37,0,1,0,0,36,0,0,0
mixed,37,mixed=37,0,0,0,0,37,0,0,0
occasion,37,occasion=21; occasions=16,37,0,0,0,0,0,0,0
pain,37,pain=37,35,0,2,0,0,0,0,0
pastoralist,37,pastoralists=29; pastoralist=8,34,3,0,0,0,0,0,0
pendant,37,pendant=36; pendants=1,7,0,0,0,30,0,0,0
pheromone,37,pheromone=19; pheromones=18,33,0,0,0,4,0,0,0
plasma,37,plasma=36; plasmas=1,36,1,0,0,0,0,0,0
plausible,37,plausible=37,0,0,0,0,37,0,0,0
postcard,37,postcards=31; postcard=6,37,0,0,0,0,0,0,0
predictable,37,predictable=37,0,1,0,0,36,0,0,0
promising,37,promising=37,0,0,0,0,37,0,0,0
reservoir,37,reservoirs=21; reservoir=16,32,1,1,0,3,0,0,0
resilience,37,resilience=37,35,2,0,0,0,0,0,0
salary,37,salary=22; salaries=15,35,2,0,0,0,0,0,0
salesperson,37,salesperson=26; salespeople=11,37,0,0,0,0,0,0,0
score,37,scores=21; score=12; scored=4,33,0,4,0,0,0,0,0
scroll,37,scrolls=29; scroll=7; scrolled=1,35,1,1,0,0,0,0,0
secondary,37,secondary=37,0,0,0,0,37,0,0,0
sensing,37,sensing=37,36,1,0,0,0,0,0,0
serengeti,37,serengeti=37,0,37,0,0,0,0,0,0
societal,37,societal=37,0,1,0,0,36,0,0,0
sphere,37,spheres=25; sphere=12,31,0,6,0,0,0,0,0
spice,37,spices=23; spice=14,34,2,1,0,0,0,0,0
syllabus,37,syllabus=37,37,0,0,0,0,0,0,0
tablet,37,tablets=31; tablet=6,37,0,0,0,0,0,0,0
twain,37,twain=37,1,36,0,0,0,0,0,0
union,37,union=35; unions=2,27,9,0,0,1,0,0,0
unnecessary,37,unnecessary=37,0,0,0,0,37,0,0,0
warning,37,warning=32; warnings=5,36,1,0,0,0,0,0,0
wonderful,37,wonderful=37,0,0,0,0,37,0,0,0
anatomy,36,anatomy=35; anatomies=1,30,6,0,0,0,0,0,0
baboon,36,baboons=29; baboon=7,26,3,7,0,0,0,0,0
bloom,36,blooms=22; bloom=9; blooming=5,22,0,14,0,0,0,0,0
bother,36,bother=17; bothered=10; bothering=6; bothers=3,2,0,34,0,0,0,0,0
celsius,36,celsius=36,7,29,0,0,0,0,0,0
column,36,columns=25; column=11,36,0,0,0,0,0,0,0
compelling,36,compelling=36,4,0,0,0,32,0,0,0
crisis,36,crisis=25; crises=11,36,0,0,0,0,0,0,0
criticize,36,criticize=18; criticized=17; criticizing=1,0,0,36,0,0,0,0,0
cutting,36,cutting=36,36,0,0,0,0,0,0,0
deforestation,36,deforestation=36,34,2,0,0,0,0,0,0
degas,36,degas=36,0,36,0,0,0,0,0,0
detergent,36,detergent=21; detergents=15,31,5,0,0,0,0,0,0
dirt,36,dirt=36,36,0,0,0,0,0,0,0
dress,36,dress=16; dressed=15; dressing=3; dresses=2,13,0,23,0,0,0,0,0
dwelling,36,dwellings=20; dwelling=16,33,1,0,0,2,0,0,0
economics,36,economics=36,18,18,0,0,0,0,0,0
eject,36,ejected=31; eject=4; ejecting=1,0,0,36,0,0,0,0,0
emily,36,emily=36,0,24,0,0,0,12,0,0
endothermic,36,endothermic=36,8,11,1,0,16,0,0,0
fold,36,fold=13; folded=12; folding=8; folds=3,2,0,33,0,1,0,0,0
grid,36,grid=28; grids=8,36,0,0,0,0,0,0,0
honestly,36,honestly=36,0,0,0,0,0,36,0,0
identical,36,identical=36,0,0,0,0,36,0,0,0
independence,36,independence=36,36,0,0,0,0,0,0,0
indirect,36,indirect=36,0,3,0,0,33,0,0,0
invertebrate,36,invertebrates=31; invertebrate=5,27,0,8,0,1,0,0,0
mangrove,36,mangrove=22; mangroves=14,28,1,7,0,0,0,0,0
melaka,36,melaka=36,0,36,0,0,0,0,0,0
meroě,36,meroě=36,0,36,0,0,0,0,0,0
noticeable,36,noticeable=36,0,0,0,0,36,0,0,0
nucleus,36,nucleus=26; nuclei=10,36,0,0,0,0,0,0,0
observer,36,observers=28; observer=8,36,0,0,0,0,0,0,0
orange,36,orange=30; oranges=6,15,3,1,0,17,0,0,0
outbreak,36,outbreaks=24; outbreak=12,32,0,0,0,4,0,0,0
panda,36,pandas=32; panda=4,32,0,4,0,0,0,0,0
pasture,36,pastures=20; pasture=16,34,0,0,0,2,0,0,0
peninsula,36,peninsula=36,8,28,0,0,0,0,0,0
plankton,36,plankton=36,0,36,0,0,0,0,0,0
pollinator,36,pollinators=26; pollinator=10,36,0,0,0,0,0,0,0
populate,36,populated=35; populate=1,0,0,36,0,0,0,0,0
prominent,36,prominent=36,0,0,0,0,36,0,0,0
renew,36,renewed=22; renew=12; renewing=2,0,1,35,0,0,0,0,0
sensory,36,sensory=36,0,1,0,0,35,0,0,0
solely,36,solely=36,0,0,0,0,0,36,0,0
stain,36,stained=26; stains=10,10,0,26,0,0,0,0,0
subsidy,36,subsidies=27; subsidy=9,35,1,0,0,0,0,0,0
thistle,36,thistle=33; thistles=3,24,0,0,0,2,10,0,0
timber,36,timber=35; timbers=1,36,0,0,0,0,0,0,0
underlie,36,underlying=32; underlie=2; underlies=2,1,0,35,0,0,0,0,0
underneath,36,underneath=36,1,0,0,0,0,9,0,26
unpleasant,36,unpleasant=36,0,0,0,0,34,2,0,0
wake,36,wake=25; waking=7; woke=3; wakes=1,11,0,25,0,0,0,0,0
warmth,36,warmth=36,36,0,0,0,0,0,0,0
x,36,x=36,30,2,0,0,0,0,0,4
accumulation,35,accumulation=32; accumulations=3,35,0,0,0,0,0,0,0
admission,35,admission=25; admissions=10,33,2,0,0,0,0,0,0
admit,35,admit=26; admitted=4; admits=3; admitting=2,0,0,35,0,0,0,0,0
alive,35,alive=35,0,0,0,0,35,0,0,0
animate,35,animated=35,0,0,35,0,0,0,0,0
apple,35,apple=24; apples=11,34,1,0,0,0,0,0,0
breakthrough,35,breakthrough=21; breakthroughs=14,35,0,0,0,0,0,0,0
cafe,35,cafe=29; cafes=6,32,3,0,0,0,0,0,0
canoe,35,canoe=17; canoes=16; canoeing=2,32,1,2,0,0,0,0,0
capability,35,capabilities=25; capability=10,35,0,0,0,0,0,0,0
classification,35,classification=29; classifications=6,35,0,0,0,0,0,0,0
collective,35,collective=35,1,1,0,0,33,0,0,0
correctly,35,correctly=35,0,0,0,0,0,35,0,0
database,35,database=21; databases=14,34,1,0,0,0,0,0,0
dealer,35,dealers=20; dealer=15,35,0,0,0,0,0,0,0
doubtful,35,doubtful=35,3,1,0,0,31,0,0,0
epic,35,epic=34; epics=1,9,0,0,0,26,0,0,0
erode,35,eroded=19; eroding=8; erode=6; erodes=2,1,0,34,0,0,0,0,0
estate,35,estate=23; estates=12,34,0,1,0,0,0,0,0
feeder,35,feeders=32; feeder=3,35,0,0,0,0,0,0,0
fescue,35,fescue=35,13,1,0,0,21,0,0,0
fifteen,35,fifteen=35,0,1,0,0,0,0,0,34
flanders,35,flanders=35,1,34,0,0,0,0,0,0
funny,35,funny=35,1,1,0,0,33,0,0,0
gland,35,glands=25; gland=10,34,1,0,0,0,0,0,0
guppy,35,guppies=32; guppy=3,33,0,0,0,2,0,0,0
hardly,35,hardly=35,0,0,0,0,0,35,0,0
healthcare,35,healthcare=35,30,5,0,0,0,0,0,0
hudson,35,hudson=35,0,35,0,0,0,0,0,0
inaccurate,35,inaccurate=35,0,0,1,0,34,0,0,0
inject,35,injected=18; injecting=8; inject=5; injects=4,0,0,35,0,0,0,0,0
intern,35,interns=21; intern=10; interned=4,29,0,4,0,2,0,0,0
investigation,35,investigation=18; investigations=17,35,0,0,0,0,0,0,0
jane,35,jane=35,4,27,0,0,0,0,0,4
judgment,35,judgment=18; judgments=17,35,0,0,0,0,0,0,0
led,35,leds=20; led=15,34,1,0,0,0,0,0,0
listener,35,listeners=32; listener=3,35,0,0,0,0,0,0,0
loose,35,loose=34; looser=1,0,0,0,0,34,1,0,0
manatee,35,manatees=27; manatee=8,35,0,0,0,0,0,0,0
means,35,means=35,35,0,0,0,0,0,0,0
migrating,35,migrating=35,32,2,0,0,1,0,0,0
mycorrhizal,35,mycorrhizal=35,13,11,1,0,10,0,0,0
nevertheless,35,nevertheless=35,0,0,0,0,0,35,0,0
nocturnal,35,nocturnal=35,0,0,0,0,35,0,0,0
nowadays,35,nowadays=35,0,0,0,0,0,35,0,0
partnership,35,partnership=25; partnerships=10,35,0,0,0,0,0,0,0
peter,35,peter=35,0,35,0,0,0,0,0,0
planting,35,planting=34; plantings=1,35,0,0,0,0,0,0,0
pop,35,pop=30; popping=2; pops=2; popped=1,14,7,11,0,3,0,0,0
precision,35,precision=35,35,0,0,0,0,0,0,0
preferred,35,preferred=35,0,0,0,0,35,0,0,0
qualified,35,qualified=35,0,0,0,0,35,0,0,0
quilt,35,quilts=26; quilt=9,34,0,1,0,0,0,0,0
rational,35,rational=35,0,1,0,0,34,0,0,0
reflection,35,reflection=27; reflections=8,35,0,0,0,0,0,0,0
replenish,35,replenished=17; replenish=13; replenishing=4; replenishes=1,0,0,35,0,0,0,0,0
representative,35,representative=29; representatives=6,17,0,0,0,18,0,0,0
revolutionary,35,revolutionary=35,2,6,0,0,27,0,0,0
shoreline,35,shoreline=19; shorelines=16,35,0,0,0,0,0,0,0
smoke,35,smoke=33; smoked=1; smoking=1,31,0,4,0,0,0,0,0
son,35,son=26; sons=9,35,0,0,0,0,0,0,0
speculate,35,speculate=20; speculated=11; speculating=3; speculates=1,1,0,34,0,0,0,0,0
supplement,35,supplement=19; supplemented=7; supplements=7; supplementing=2,15,0,19,0,1,0,0,0
susceptible,35,susceptible=35,0,0,0,0,35,0,0,0
symbolize,35,symbolize=13; symbolized=11; symbolizes=8; symbolizing=3,1,0,34,0,0,0,0,0
thunderstorm,35,thunderstorms=18; thunderstorm=17,31,1,1,0,2,0,0,0
tired,35,tired=35,0,0,0,0,35,0,0,0
tobacco,35,tobacco=35,34,1,0,0,0,0,0,0
tolerate,35,tolerate=32; tolerated=2; tolerating=1,3,0,32,0,0,0,0,0
twist,35,twist=23; twists=8; twisted=2; twisting=2,19,4,12,0,0,0,0,0
uncertainty,35,uncertainty=28; uncertainties=7,34,1,0,0,0,0,0,0
upset,35,upset=32; upsets=2; upsetting=1,2,0,10,0,23,0,0,0
vibrio,35,vibrio=34; vibrios=1,2,33,0,0,0,0,0,0
wasp,35,wasps=23; wasp=12,31,3,1,0,0,0,0,0
weave,35,woven=17; weave=11; weaving=6; wove=1,4,1,30,0,0,0,0,0
willow,35,willow=23; willows=12,29,1,4,0,1,0,0,0
amphipod,34,amphipods=18; amphipod=16,34,0,0,0,0,0,0,0
antarctic,34,antarctic=34,0,14,0,0,20,0,0,0
ape,34,apes=31; ape=3,32,0,2,0,0,0,0,0
bamboo,34,bamboo=34,34,0,0,0,0,0,0,0
bin,34,bins=29; bin=5,31,2,1,0,0,0,0,0
boring,34,boring=34,1,0,0,0,33,0,0,0
breath,34,breath=33; breaths=1,30,2,2,0,0,0,0,0
brightly,34,brightly=34,0,0,0,0,0,34,0,0
callipterus,34,callipterus=34,19,15,0,0,0,0,0,0
cassini,34,cassini=34,0,34,0,0,0,0,0,0
chase,34,chasing=12; chase=10; chased=7; chases=5,3,0,31,0,0,0,0,0
climber,34,climber=32; climbers=2,24,10,0,0,0,0,0,0
compensate,34,compensate=22; compensates=7; compensated=4; compensating=1,3,0,31,0,0,0,0,0
congestion,34,congestion=34,34,0,0,0,0,0,0,0
conservationist,34,conservationists=32; conservationist=2,34,0,0,0,0,0,0,0
cézanne,34,cézanne=34,0,34,0,0,0,0,0,0
edition,34,edition=30; editions=4,34,0,0,0,0,0,0,0
elk,34,elk=32; elks=2,4,30,0,0,0,0,0,0
enterprise,34,enterprise=20; enterprises=12; enterprising=2,28,4,2,0,0,0,0,0
eurasia,34,eurasia=34,0,34,0,0,0,0,0,0
firm,34,firm=28; firms=4; firmed=1; firmer=1,22,0,1,0,11,0,0,0
footage,34,footage=34,34,0,0,0,0,0,0,0
fort,34,fort=22; forts=12,19,15,0,0,0,0,0,0
franklin,34,franklin=34,0,34,0,0,0,0,0,0
gill,34,gills=33; gill=1,34,0,0,0,0,0,0,0
granitic,34,granitic=34,0,1,0,0,33,0,0,0
guam,34,guam=34,0,34,0,0,0,0,0,0
impasto,34,impasto=34,27,2,0,0,5,0,0,0
importantly,34,importantly=34,0,0,0,0,0,34,0,0
incandescent,34,incandescent=34,27,2,5,0,0,0,0,0
interval,34,intervals=22; interval=12,34,0,0,0,0,0,0,0
isolated,34,isolated=34,0,0,0,0,34,0,0,0
lawn,34,lawn=26; lawns=8,31,3,0,0,0,0,0,0
loop,34,loop=23; loops=11,31,3,0,0,0,0,0,0
m,34,m=34,6,19,8,0,0,0,1,0
mary,34,mary=34,0,34,0,0,0,0,0,0
misunderstanding,34,misunderstanding=29; misunderstandings=5,34,0,0,0,0,0,0,0
myth,34,myth=17; myths=17,33,1,0,0,0,0,0,0
noguchi,34,noguchi=34,0,34,0,0,0,0,0,0
occupation,34,occupation=19; occupations=15,34,0,0,0,0,0,0,0
olive,34,olive=31; olives=3,25,1,0,0,8,0,0,0
otter,34,otters=28; otter=6,33,0,0,0,1,0,0,0
pace,34,pace=30; paced=3; pacing=1,30,0,4,0,0,0,0,0
patronage,34,patronage=34,34,0,0,0,0,0,0,0
pet,34,pet=24; pets=10,11,15,0,0,8,0,0,0
placental,34,placentals=25; placental=9,25,0,0,0,9,0,0,0
pure,34,pure=32; purer=1; purest=1,0,1,0,0,33,0,0,0
quorum,34,quorum=34,18,15,1,0,0,0,0,0
renovation,34,renovation=17; renovations=17,34,0,0,0,0,0,0,0
robin,34,robins=21; robin=13,27,7,0,0,0,0,0,0
scratch,34,scratch=18; scratches=7; scratched=5; scratching=4,21,0,13,0,0,0,0,0
spectrum,34,spectrum=34,34,0,0,0,0,0,0,0
staple,34,staple=31; staples=3,20,0,0,0,14,0,0,0
static,34,static=34,2,0,0,0,32,0,0,0
swing,34,swing=24; swings=6; swinging=2; swung=2,21,0,13,0,0,0,0,0
testing,34,testing=34,32,2,0,0,0,0,0,0
thickness,34,thickness=33; thicknesses=1,34,0,0,0,0,0,0,0
thirty,34,thirty=34,0,1,0,0,0,0,0,33
tide,34,tide=20; tides=14,34,0,0,0,0,0,0,0
vortex,34,vortices=19; vortex=15,33,1,0,0,0,0,0,0
woodcut,34,woodcut=17; woodcuts=17,32,0,1,0,1,0,0,0
acacia,33,acacia=31; acacias=2,12,21,0,0,0,0,0,0
alarm,33,alarm=30; alarms=2; alarming=1,30,2,1,0,0,0,0,0
altitude,33,altitudes=19; altitude=14,32,0,1,0,0,0,0,0
anticipate,33,anticipate=19; anticipated=10; anticipating=3; anticipates=1,0,0,33,0,0,0,0,0
aqueduct,33,aqueducts=30; aqueduct=3,33,0,0,0,0,0,0,0
awesome,33,awesome=33,0,5,0,0,28,0,0,0
azolla,33,azolla=33,0,33,0,0,0,0,0,0
bush,33,bushes=22; bush=11,24,9,0,0,0,0,0,0
butter,33,butter=33,31,2,0,0,0,0,0,0
carboniferous,33,carboniferous=33,0,9,0,0,24,0,0,0
chaco,33,chaco=33,0,33,0,0,0,0,0,0
chemically,33,chemically=33,0,0,0,0,0,33,0,0
confine,33,confined=28; confine=2; confines=2; confining=1,2,0,31,0,0,0,0,0
consensus,33,consensus=33,32,1,0,0,0,0,0,0
coordinate,33,coordinate=17; coordinated=10; coordinates=3; coordinating=3,5,0,28,0,0,0,0,0
cunningham,33,cunningham=33,0,33,0,0,0,0,0,0
daughter,33,daughter=30; daughters=3,33,0,0,0,0,0,0,0
disappointed,33,disappointed=33,1,2,0,0,30,0,0,0
district,33,district=23; districts=10,32,1,0,0,0,0,0,0
editing,33,editing=33,30,3,0,0,0,0,0,0
electromagnetic,33,electromagnetic=33,0,2,0,0,31,0,0,0
erratic,33,erratics=20; erratic=13,20,0,0,0,13,0,0,0
establishment,33,establishment=23; establishments=10,32,1,0,0,0,0,0,0
file,33,files=16; file=12; filed=4; filing=1,28,0,5,0,0,0,0,0
fishery,33,fisheries=21; fishery=12,33,0,0,0,0,0,0,0
forever,33,forever=33,0,0,0,0,0,33,0,0
graphene,33,graphene=33,27,2,1,0,3,0,0,0
hero,33,hero=27; heroes=6,32,1,0,0,0,0,0,0
hike,33,hike=17; hiking=14; hikes=2,16,0,17,0,0,0,0,0
hurricane,33,hurricane=24; hurricanes=9,33,0,0,0,0,0,0,0
injury,33,injuries=20; injury=13,33,0,0,0,0,0,0,0
insulate,33,insulating=21; insulate=5; insulated=5; insulates=2,0,0,33,0,0,0,0,0
investor,33,investors=24; investor=9,33,0,0,0,0,0,0,0
lens,33,lenses=17; lens=16,31,1,0,0,1,0,0,0
mathematic,33,mathematics=33,33,0,0,0,0,0,0,0
maximize,33,maximize=21; maximizing=12,0,0,33,0,0,0,0,0
melting,33,melting=33,31,2,0,0,0,0,0,0
metabolism,33,metabolism=31; metabolisms=2,32,0,1,0,0,0,0,0
mindset,33,mindset=33,31,2,0,0,0,0,0,0
mode,33,mode=19; modes=14,33,0,0,0,0,0,0,0
mood,33,mood=29; moods=4,32,1,0,0,0,0,0,0
mycenaean,33,mycenaean=33,0,5,0,0,28,0,0,0
nesting,33,nesting=33,9,0,0,0,24,0,0,0
noisy,33,noisy=33,0,0,0,0,33,0,0,0
nurse,33,nurse=24; nurses=5; nursing=4,24,1,8,0,0,0,0,0
oxide,33,oxide=22; oxides=11,32,0,1,0,0,0,0,0
porch,33,porch=21; porches=12,33,0,0,0,0,0,0,0
pour,33,poured=17; pour=9; pouring=6; pours=1,3,0,30,0,0,0,0,0
quelea,33,quelea=18; queleas=15,17,13,0,0,3,0,0,0
questionnaire,33,questionnaires=24; questionnaire=9,33,0,0,0,0,0,0,0
rank,33,rank=17; ranking=8; ranked=5; ranks=3,15,1,17,0,0,0,0,0
reminder,33,reminder=24; reminders=9,33,0,0,0,0,0,0,0
reschedule,33,reschedule=20; rescheduled=12; rescheduling=1,3,1,29,0,0,0,0,0
san,33,san=33,0,33,0,0,0,0,0,0
saving,33,savings=29; saving=4,33,0,0,0,0,0,0,0
shoot,33,shoots=16; shoot=11; shot=6,13,0,20,0,0,0,0,0
spending,33,spending=33,33,0,0,0,0,0,0,0
spray,33,sprayed=15; spray=11; spraying=5; sprays=2,6,0,27,0,0,0,0,0
subtle,33,subtle=33,0,1,0,0,32,0,0,0
sweep,33,swept=22; sweep=5; sweeping=3; sweeps=3,2,0,31,0,0,0,0,0
unsure,33,unsure=33,3,2,0,0,28,0,0,0
vanilla,33,vanilla=33,32,1,0,0,0,0,0,0
villa,33,villa=20; villas=13,30,3,0,0,0,0,0,0
yellowstone,33,yellowstone=33,0,33,0,0,0,0,0,0
blame,32,blame=26; blamed=6,4,0,28,0,0,0,0,0
celebrity,32,celebrity=17; celebrities=15,31,1,0,0,0,0,0,0
chimp,32,chimps=22; chimp=10,31,0,1,0,0,0,0,0
co,32,co=32,21,4,6,0,1,0,0,0
coating,32,coating=26; coatings=6,32,0,0,0,0,0,0,0
collaborate,32,collaborate=14; collaborated=12; collaborating=6,1,0,31,0,0,0,0,0
colorful,32,colorful=32,0,0,0,0,32,0,0,0
comparable,32,comparable=32,0,0,0,0,32,0,0,0
corner,32,corner=18; corners=14,31,1,0,0,0,0,0,0
darkness,32,darkness=32,32,0,0,0,0,0,0,0
delicate,32,delicate=32,0,0,0,0,32,0,0,0
descendant,32,descendants=27; descendant=5,30,0,0,0,2,0,0,0
desirable,32,desirable=32,0,0,0,0,32,0,0,0
drinking,32,drinking=32,31,1,0,0,0,0,0,0
employer,32,employers=23; employer=9,32,0,0,0,0,0,0,0
enclose,32,enclosed=21; enclosing=6; enclose=4; encloses=1,1,0,31,0,0,0,0,0
enrol,32,enrolled=21; enrolling=11,0,0,32,0,0,0,0,0
excessive,32,excessive=32,0,2,0,0,30,0,0,0
explorer,32,explorers=27; explorer=5,32,0,0,0,0,0,0,0
fake,32,fake=29; fakes=3,10,0,1,0,21,0,0,0
flash,32,flash=18; flashes=10; flashed=2; flashing=2,26,0,6,0,0,0,0,0
framework,32,framework=26; frameworks=6,32,0,0,0,0,0,0,0
germinate,32,germinate=29; germinated=2; germinating=1,4,0,27,0,1,0,0,0
hinder,32,hinder=15; hindered=8; hindering=5; hinders=4,2,0,30,0,0,0,0,0
hobby,32,hobbies=16; hobby=16,32,0,0,0,0,0,0,0
humans,32,humans=32,0,32,0,0,0,0,0,0
hummingbird,32,hummingbirds=20; hummingbird=12,22,7,0,0,3,0,0,0
hungry,32,hungry=30; hungriest=2,0,0,0,0,32,0,0,0
identification,32,identification=32,31,1,0,0,0,0,0,0
imagination,32,imagination=27; imaginations=5,32,0,0,0,0,0,0,0
improvisation,32,improvisation=30; improvisations=2,32,0,0,0,0,0,0,0
inexpensive,32,inexpensive=32,0,0,0,0,32,0,0,0
intriguing,32,intriguing=32,0,0,0,0,32,0,0,0
invasion,32,invasion=27; invasions=5,32,0,0,0,0,0,0,0
lascaux,32,lascaux=32,0,32,0,0,0,0,0,0
londinium,32,londinium=32,0,32,0,0,0,0,0,0
lounge,32,lounge=26; lounges=4; lounging=2,30,0,2,0,0,0,0,0
noon,32,noon=32,32,0,0,0,0,0,0,0
orbital,32,orbital=32,0,0,0,0,32,0,0,0
ozone,32,ozone=32,30,2,0,0,0,0,0,0
peacock,32,peacocks=18; peacock=14,31,0,1,0,0,0,0,0
pleasant,32,pleasant=32,1,0,0,0,31,0,0,0
pm,32,pm=32,27,4,0,0,0,1,0,0
pretend,32,pretend=20; pretending=8; pretended=3; pretends=1,12,0,19,0,1,0,0,0
principal,32,principal=32,3,1,0,0,28,0,0,0
quarter,32,quarter=19; quarters=13,29,3,0,0,0,0,0,0
revere,32,revere=31; revered=1,5,23,4,0,0,0,0,0
risky,32,risky=27; riskier=5,0,0,0,0,32,0,0,0
robinson,32,robinson=32,0,32,0,0,0,0,0,0
sandwich,32,sandwich=24; sandwiches=7; sandwiched=1,31,0,1,0,0,0,0,0
