lemma,count,observed_forms,noun,proper_noun,verb,auxiliary,adjective,adverb,pronoun,other
straighten,7,straighten=6; straightening=1,0,0,7,0,0,0,0,0
striation,7,striations=7,7,0,0,0,0,0,0,0
studen,7,studen=7,0,7,0,0,0,0,0,0
sturdy,7,sturdy=6; sturdier=1,0,0,0,0,7,0,0,0
subordinate,7,subordinate=3; subordinates=3; subordinated=1,4,0,1,0,2,0,0,0
subpolar,7,subpolar=7,0,0,0,0,7,0,0,0
subscribe,7,subscribe=3; subscribes=3; subscribed=1,2,0,5,0,0,0,0,0
subsist,7,subsist=5; subsisted=1; subsisting=1,3,0,4,0,0,0,0,0
subspecie,7,subspecies=7,7,0,0,0,0,0,0,0
suffix,7,suffix=7,3,3,0,0,1,0,0,0
suggestive,7,suggestive=7,5,0,0,0,2,0,0,0
sunscreen,7,sunscreen=7,5,1,0,0,0,1,0,0
supplier,7,suppliers=5; supplier=2,7,0,0,0,0,0,0,0
surgery,7,surgery=5; surgeries=2,7,0,0,0,0,0,0,0
swiftlet,7,swiftlet=6; swiftlets=1,7,0,0,0,0,0,0,0
synapsis,7,synapses=7,7,0,0,0,0,0,0,0
synurbization,7,synurbization=7,7,0,0,0,0,0,0,0
syringae,7,syringae=7,7,0,0,0,0,0,0,0
taking,7,taking=7,7,0,0,0,0,0,0,0
tamarind,7,tamarind=4; tamarinds=3,7,0,0,0,0,0,0,0
tanzania,7,tanzania=7,0,7,0,0,0,0,0,0
tarsi,7,tarsi=7,5,2,0,0,0,0,0,0
tempest,7,tempest=7,1,6,0,0,0,0,0,0
terrific,7,terrific=7,0,1,0,0,6,0,0,0
thermoregulation,7,thermoregulation=7,7,0,0,0,0,0,0,0
thirsty,7,thirsty=7,0,0,0,0,7,0,0,0
threadlike,7,threadlike=7,0,5,0,0,0,0,0,2
thrower,7,throwers=6; thrower=1,6,0,0,0,0,1,0,0
thünen,7,thünen=7,0,7,0,0,0,0,0,0
timely,7,timely=7,0,0,0,0,7,0,0,0
toland,7,toland=7,0,6,0,0,1,0,0,0
tomography,7,tomography=7,6,1,0,0,0,0,0,0
tony,7,tony=7,0,7,0,0,0,0,0,0
toothpaste,7,toothpaste=7,7,0,0,0,0,0,0,0
torch,7,torches=6; torched=1,6,0,1,0,0,0,0,0
toxicity,7,toxicity=7,7,0,0,0,0,0,0,0
tragic,7,tragic=7,0,0,0,0,7,0,0,0
transgenic,7,transgenic=7,1,1,0,0,5,0,0,0
transhumance,7,transhumance=7,3,4,0,0,0,0,0,0
transitive,7,transitive=7,0,0,0,0,7,0,0,0
translocation,7,translocation=7,7,0,0,0,0,0,0,0
trawl,7,trawl=3; trawling=3; trawls=1,4,0,3,0,0,0,0,0
tritium,7,tritium=7,7,0,0,0,0,0,0,0
trough,7,trough=4; troughs=3,7,0,0,0,0,0,0,0
tunisia,7,tunisia=7,0,7,0,0,0,0,0,0
unanswered,7,unanswered=7,0,0,0,0,7,0,0,0
undergrad,7,undergrad=4; undergrads=3,7,0,0,0,0,0,0,0
undertaking,7,undertaking=7,7,0,0,0,0,0,0,0
uniformly,7,uniformly=7,0,0,0,0,0,7,0,0
unoccupied,7,unoccupied=7,0,0,0,0,7,0,0,0
unrest,7,unrest=7,7,0,0,0,0,0,0,0
upload,7,upload=5; uploaded=2,0,1,6,0,0,0,0,0
vacant,7,vacant=7,0,0,0,0,7,0,0,0
valencia,7,valencia=7,0,6,0,0,1,0,0,0
validate,7,validated=5; validate=2,0,0,7,0,0,0,0,0
vassal,7,vassal=5; vassals=2,7,0,0,0,0,0,0,0
vastly,7,vastly=7,0,0,0,0,0,7,0,0
vault,7,vaults=3; vault=2; vaulted=2,5,0,2,0,0,0,0,0
vector,7,vector=6; vectors=1,6,1,0,0,0,0,0,0
vendor,7,vendors=4; vendor=3,7,0,0,0,0,0,0,0
veronese,7,veronese=7,0,7,0,0,0,0,0,0
versa,7,versa=7,0,1,0,0,0,6,0,0
volunteering,7,volunteering=7,7,0,0,0,0,0,0,0
vs,7,vs=7,0,0,0,0,0,1,0,6
warren,7,warren=7,0,7,0,0,0,0,0,0
wastewater,7,wastewater=7,6,1,0,0,0,0,0,0
weaponry,7,weaponry=7,7,0,0,0,0,0,0,0
wendy,7,wendy=7,0,7,0,0,0,0,0,0
williamsville,7,williamsville=7,0,7,0,0,0,0,0,0
wingless,7,wingless=7,7,0,0,0,0,0,0,0
winslow,7,winslow=7,0,7,0,0,0,0,0,0
woad,7,woad=7,2,1,0,0,4,0,0,0
wyoming,7,wyoming=7,0,7,0,0,0,0,0,0
ydb,7,ydb=7,0,7,0,0,0,0,0,0
zeno,7,zeno=7,0,7,0,0,0,0,0,0
absurd,6,absurd=6,1,0,0,0,5,0,0,0
abyad,6,abyad=6,0,6,0,0,0,0,0,0
acacias,6,acacias=6,5,0,0,0,1,0,0,0
accessory,6,accessories=6,6,0,0,0,0,0,0,0
activation,6,activation=6,6,0,0,0,0,0,0,0
actors,6,actors=6,0,6,0,0,0,0,0,0
actress,6,actress=6,6,0,0,0,0,0,0,0
acute,6,acute=6,1,0,0,0,5,0,0,0
adjustable,6,adjustable=6,0,1,0,0,5,0,0,0
adorn,6,adorn=2; adorned=2; adorning=1; adorns=1,0,0,6,0,0,0,0,0
aedes,6,aedes=6,0,6,0,0,0,0,0,0
aegypti,6,aegypti=6,1,2,3,0,0,0,0,0
affiliate,6,affiliated=6,0,0,6,0,0,0,0,0
aggregation,6,aggregation=4; aggregations=2,6,0,0,0,0,0,0,0
aging,6,aging=6,6,0,0,0,0,0,0,0
aikens,6,aikens=6,0,6,0,0,0,0,0,0
aisle,6,aisle=3; aisles=3,5,1,0,0,0,0,0,0
akkad,6,akkad=6,1,5,0,0,0,0,0,0
algorithmic,6,algorithmic=6,0,0,0,0,6,0,0,0
allison,6,allison=6,0,6,0,0,0,0,0,0
altimetric,6,altimetric=6,0,3,0,0,3,0,0,0
ambiguous,6,ambiguous=6,0,0,0,0,6,0,0,0
amid,6,amid=6,0,0,0,0,0,0,0,6
amongst,6,amongst=6,0,1,0,0,0,0,0,5
amplifie,6,amplifies=6,6,0,0,0,0,0,0,0
angela,6,angela=6,0,6,0,0,0,0,0,0
anger,6,anger=5; angered=1,5,0,1,0,0,0,0,0
angiosperms,6,angiosperms=6,0,6,0,0,0,0,0,0
annie,6,annie=6,0,6,0,0,0,0,0,0
annoy,6,annoyed=6,0,0,6,0,0,0,0,0
antagonistic,6,antagonistic=6,0,1,0,0,5,0,0,0
appendage,6,appendages=6,6,0,0,0,0,0,0,0
appetite,6,appetite=5; appetites=1,6,0,0,0,0,0,0,0
arab,6,arab=6,0,1,0,0,5,0,0,0
arabic,6,arabic=6,0,2,0,0,4,0,0,0
archeology,6,archeology=6,3,3,0,0,0,0,0,0
areas,6,areas=6,0,6,0,0,0,0,0,0
ashore,6,ashore=6,0,0,0,0,0,6,0,0
aspects,6,aspects=6,0,6,0,0,0,0,0,0
assimilate,6,assimilated=5; assimilating=1,0,0,6,0,0,0,0,0
asterism,6,asterism=6,6,0,0,0,0,0,0,0
ats,6,ats=6,0,6,0,0,0,0,0,0
attest,6,attest=4; attested=2,1,0,5,0,0,0,0,0
attire,6,attire=6,6,0,0,0,0,0,0,0
aunt,6,aunt=6,6,0,0,0,0,0,0,0
austen,6,austen=6,0,6,0,0,0,0,0,0
autoradiography,6,autoradiography=6,6,0,0,0,0,0,0,0
aversion,6,aversion=6,6,0,0,0,0,0,0,0
backfire,6,backfire=4; backfired=2,0,0,6,0,0,0,0,0
backpacking,6,backpacking=6,0,5,0,0,1,0,0,0
badger,6,badger=6,6,0,0,0,0,0,0,0
baltimore,6,baltimore=6,0,6,0,0,0,0,0,0
barbara,6,barbara=6,0,6,0,0,0,0,0,0
bargain,6,bargain=6,5,0,1,0,0,0,0,0
barge,6,barge=4; barges=2,5,0,1,0,0,0,0,0
bates,6,bates=6,0,6,0,0,0,0,0,0
bc,6,bc=6,0,6,0,0,0,0,0,0
beaker,6,beaker=5; beakers=1,1,5,0,0,0,0,0,0
beast,6,beasts=6,6,0,0,0,0,0,0,0
beautify,6,beautify=6,0,0,6,0,0,0,0,0
beeswax,6,beeswax=6,6,0,0,0,0,0,0,0
behalf,6,behalf=6,6,0,0,0,0,0,0,0
belting,6,belting=6,6,0,0,0,0,0,0,0
bent,6,bent=6,1,0,1,0,4,0,0,0
bicycling,6,bicycling=6,5,1,0,0,0,0,0,0
bioacoustic,6,bioacoustics=6,6,0,0,0,0,0,0,0
biofluorescence,6,biofluorescence=6,6,0,0,0,0,0,0,0
biohacking,6,biohacking=6,1,4,0,0,1,0,0,0
blacken,6,blackened=6,0,0,6,0,0,0,0,0
blah,6,blah=6,0,1,0,0,0,0,0,5
blake,6,blake=6,0,6,0,0,0,0,0,0
bobtail,6,bobtail=6,6,0,0,0,0,0,0,0
bombard,6,bombarded=5; bombard=1,0,0,6,0,0,0,0,0
bonheur,6,bonheur=6,0,6,0,0,0,0,0,0
bony,6,bony=6,6,0,0,0,0,0,0,0
borelli,6,borelli=6,0,6,0,0,0,0,0,0
botswana,6,botswana=6,0,6,0,0,0,0,0,0
boulton,6,boulton=6,0,6,0,0,0,0,0,0
brainstorm,6,brainstorm=3; brainstorming=2; brainstormed=1,0,0,6,0,0,0,0,0
brazilian,6,brazilian=6,0,0,0,0,6,0,0,0
breakage,6,breakage=6,6,0,0,0,0,0,0,0
brew,6,brew=4; brewing=2,3,0,3,0,0,0,0,0
brightpath,6,brightpath=6,0,6,0,0,0,0,0,0
bromeliad,6,bromeliad=4; bromeliads=2,6,0,0,0,0,0,0,0
bronfenbrenner,6,bronfenbrenner=6,0,6,0,0,0,0,0,0
brownfield,6,brownfield=6,1,1,0,0,4,0,0,0
bubonic,6,bubonic=6,2,0,0,0,4,0,0,0
buddhist,6,buddhist=6,0,1,0,0,5,0,0,0
budgeting,6,budgeting=6,6,0,0,0,0,0,0,0
buffering,6,buffering=6,5,1,0,0,0,0,0,0
buonarotti,6,buonarotti=6,0,6,0,0,0,0,0,0
businesspeople,6,businesspeople=6,6,0,0,0,0,0,0,0
bypass,6,bypass=3; bypassed=2; bypassing=1,1,0,5,0,0,0,0,0
camus,6,camus=6,0,6,0,0,0,0,0,0
candle,6,candles=5; candle=1,6,0,0,0,0,0,0,0
capsaicin,6,capsaicin=6,0,6,0,0,0,0,0,0
captain,6,captain=4; captains=2,5,1,0,0,0,0,0,0
caribaea,6,caribaea=6,5,1,0,0,0,0,0,0
caribs,6,caribs=6,6,0,0,0,0,0,0,0
carolingian,6,carolingian=6,0,6,0,0,0,0,0,0
carriage,6,carriage=4; carriages=2,6,0,0,0,0,0,0,0
carrying,6,carrying=6,6,0,0,0,0,0,0,0
cathedrals,6,cathedrals=6,0,6,0,0,0,0,0,0
causal,6,causal=6,2,0,0,0,4,0,0,0
cavalry,6,cavalry=6,6,0,0,0,0,0,0,0
census,6,census=5; censuses=1,6,0,0,0,0,0,0,0
certification,6,certification=6,6,0,0,0,0,0,0,0
cetaceans,6,cetaceans=6,0,6,0,0,0,0,0,0
chacoans,6,chacoans=6,0,6,0,0,0,0,0,0
chalk,6,chalk=5; chalks=1,5,0,1,0,0,0,0,0
challenger,6,challenger=4; challengers=2,2,4,0,0,0,0,0,0
char,6,charred=4; char=1; charring=1,0,1,5,0,0,0,0,0
cherry,6,cherry=5; cherries=1,4,2,0,0,0,0,0,0
chilly,6,chilly=6,0,0,0,0,5,1,0,0
chloe,6,chloe=6,0,6,0,0,0,0,0,0
chlorofluorocarbon,6,chlorofluorocarbons=6,6,0,0,0,0,0,0,0
choreographic,6,choreographic=6,0,0,0,0,6,0,0,0
chronologically,6,chronologically=6,0,0,0,0,0,6,0,0
churn,6,churned=3; churn=2; churns=1,0,0,6,0,0,0,0,0
coagulation,6,coagulation=6,6,0,0,0,0,0,0,0
commercialize,6,commercialized=5; commercializing=1,0,0,6,0,0,0,0,0
commuter,6,commuters=4; commuter=2,6,0,0,0,0,0,0,0
compression,6,compression=6,6,0,0,0,0,0,0,0
conceive,6,conceived=4; conceive=2,0,0,6,0,0,0,0,0
concierge,6,concierge=6,6,0,0,0,0,0,0,0
conclusively,6,conclusively=6,0,0,0,0,0,6,0,0
confrontation,6,confrontation=3; confrontations=3,6,0,0,0,0,0,0,0
conjecture,6,conjecture=6,6,0,0,0,0,0,0,0
consolidate,6,consolidate=5; consolidating=1,0,0,6,0,0,0,0,0
constantinople,6,constantinople=6,0,6,0,0,0,0,0,0
convection,6,convection=6,6,0,0,0,0,0,0,0
converge,6,converge=4; converged=2,0,0,6,0,0,0,0,0
cookware,6,cookware=6,5,0,0,0,1,0,0,0
cooper,6,cooper=6,0,6,0,0,0,0,0,0
cop,6,coping=5; coped=1,0,0,6,0,0,0,0,0
corinth,6,corinth=6,0,6,0,0,0,0,0,0
counting,6,counting=6,6,0,0,0,0,0,0,0
crucible,6,crucibles=6,6,0,0,0,0,0,0,0
cubic,6,cubic=6,0,0,0,0,6,0,0,0
cultured,6,cultured=6,0,0,0,0,6,0,0,0
cupiennius,6,cupiennius=6,0,6,0,0,0,0,0,0
curtain,6,curtain=5; curtains=1,6,0,0,0,0,0,0,0
customary,6,customary=6,1,0,0,0,5,0,0,0
customize,6,customized=4; customize=2,0,0,6,0,0,0,0,0
daguerreotypes,6,daguerreotypes=6,0,6,0,0,0,0,0,0
darker,6,darker=6,0,5,0,0,0,1,0,0
darwinian,6,darwinian=6,0,0,0,0,6,0,0,0
decalcomania,6,decalcomania=6,0,5,0,0,1,0,0,0
decentralization,6,decentralization=6,6,0,0,0,0,0,0,0
decima,6,decima=6,1,4,0,0,1,0,0,0
dedicated,6,dedicated=6,0,0,0,0,6,0,0,0
defenseless,6,defenseless=6,0,0,0,0,6,0,0,0
defer,6,defer=3; deferred=3,0,0,6,0,0,0,0,0
deferred,6,deferred=6,0,0,0,0,6,0,0,0
deficiency,6,deficiencies=3; deficiency=3,6,0,0,0,0,0,0,0
deform,6,deformed=4; deform=1; deforms=1,2,0,4,0,0,0,0,0
democratic,6,democratic=6,0,0,0,0,6,0,0,0
denim,6,denim=6,2,2,0,0,2,0,0,0
dentist,6,dentists=4; dentist=2,6,0,0,0,0,0,0,0
deprivation,6,deprivation=6,6,0,0,0,0,0,0,0
desalinate,6,desalinated=3; desalinate=2; desalinating=1,0,0,6,0,0,0,0,0
detroit,6,detroit=6,0,6,0,0,0,0,0,0
devastate,6,devastated=5; devastate=1,0,0,5,0,1,0,0,0
devoted,6,devoted=6,0,0,0,0,6,0,0,0
diabete,6,diabetes=6,6,0,0,0,0,0,0,0
diabetes,6,diabetes=6,6,0,0,0,0,0,0,0
diagram,6,diagrams=5; diagram=1,6,0,0,0,0,0,0,0
dialect,6,dialect=4; dialects=2,6,0,0,0,0,0,0,0
digitally,6,digitally=6,0,0,0,0,0,6,0,0
diner,6,diners=6,6,0,0,0,0,0,0,0
discharge,6,discharge=4; discharged=2,1,1,4,0,0,0,0,0
disconnect,6,disconnect=3; disconnected=1; disconnecting=1; disconnects=1,0,2,4,0,0,0,0,0
disorganize,6,disorganized=6,0,0,6,0,0,0,0,0
disperser,6,disperser=3; dispersers=3,6,0,0,0,0,0,0,0
dissipation,6,dissipation=6,5,1,0,0,0,0,0,0
distinctively,6,distinctively=6,0,0,0,0,0,6,0,0
distinguished,6,distinguished=6,0,0,0,0,6,0,0,0
diurnal,6,diurnal=6,0,2,0,0,4,0,0,0
divan,6,divan=6,0,6,0,0,0,0,0,0
dixieland,6,dixieland=6,0,6,0,0,0,0,0,0
dock,6,docked=3; dock=2; docks=1,3,0,3,0,0,0,0,0
doge,6,doge=6,0,6,0,0,0,0,0,0
dogs,6,dogs=6,0,6,0,0,0,0,0,0
dolomite,6,dolomite=6,2,0,4,0,0,0,0,0
doorway,6,doorway=3; doorways=3,6,0,0,0,0,0,0,0
dorians,6,dorians=6,0,6,0,0,0,0,0,0
dowitcher,6,dowitchers=5; dowitcher=1,6,0,0,0,0,0,0,0
downplay,6,downplay=4; downplayed=1; downplaying=1,0,0,6,0,0,0,0,0
dunlin,6,dunlins=5; dunlin=1,5,1,0,0,0,0,0,0
dysentery,6,dysentery=6,6,0,0,0,0,0,0,0
dystopian,6,dystopian=6,0,0,0,0,6,0,0,0
edgar,6,edgar=6,0,6,0,0,0,0,0,0
eeg,6,eeg=6,1,5,0,0,0,0,0,0
eighty,6,eighty=5; eighties=1,1,0,0,0,0,0,0,5
elation,6,elation=6,5,1,0,0,0,0,0,0
elements,6,elements=6,0,6,0,0,0,0,0,0
elena,6,elena=6,0,6,0,0,0,0,0,0
eleven,6,eleven=6,0,0,0,0,0,0,0,6
elkins,6,elkins=6,0,6,0,0,0,0,0,0
emanate,6,emanating=3; emanate=1; emanated=1; emanates=1,1,0,5,0,0,0,0,0
embarrassed,6,embarrassed=6,0,1,0,0,5,0,0,0
en,6,en=6,0,0,0,0,0,0,0,6
endorse,6,endorse=3; endorsed=1; endorses=1; endorsing=1,0,0,6,0,0,0,0,0
equitable,6,equitable=6,0,0,0,0,6,0,0,0
etiquette,6,etiquette=6,4,2,0,0,0,0,0,0
eucalyptus,6,eucalyptus=6,6,0,0,0,0,0,0,0
exceedingly,6,exceedingly=6,0,0,0,0,0,6,0,0
excursion,6,excursions=5; excursion=1,6,0,0,0,0,0,0,0
execute,6,executed=3; execute=2; executing=1,1,0,5,0,0,0,0,0
exhale,6,exhaled=4; exhale=1; exhaling=1,1,0,5,0,0,0,0,0
exhaustion,6,exhaustion=6,6,0,0,0,0,0,0,0
exothermic,6,exothermic=6,4,1,0,0,1,0,0,0
experts,6,experts=6,0,6,0,0,0,0,0,0
exquisite,6,exquisite=6,0,0,0,0,6,0,0,0
extracurricular,6,extracurricular=6,0,0,0,0,6,0,0,0
farth,6,farther=3; farthest=3,0,0,0,0,6,0,0,0
fatal,6,fatal=6,0,0,0,0,6,0,0,0
fatty,6,fatty=6,0,0,0,0,5,1,0,0
feudalism,6,feudalism=6,5,1,0,0,0,0,0,0
fictional,6,fictional=6,0,0,0,0,6,0,0,0
fig,6,fig=3; figs=3,6,0,0,0,0,0,0,0
filmmaking,6,filmmaking=6,3,0,0,0,3,0,0,0
fired,6,fired=6,0,5,0,0,1,0,0,0
flagellum,6,flagellum=6,6,0,0,0,0,0,0,0
flake,6,flake=3; flaked=2; flaking=1,0,0,6,0,0,0,0,0
flex,6,flex=3; flexing=3,0,0,3,0,3,0,0,0
flotation,6,flotation=6,6,0,0,0,0,0,0,0
flowering,6,flowering=6,6,0,0,0,0,0,0,0
flux,6,flux=6,6,0,0,0,0,0,0,0
foam,6,foam=6,6,0,0,0,0,0,0,0
foliage,6,foliage=6,6,0,0,0,0,0,0,0
fond,6,fond=5; fonds=1,1,0,0,0,5,0,0,0
foolish,6,foolish=6,0,0,0,0,6,0,0,0
forehead,6,forehead=6,6,0,0,0,0,0,0,0
fossils,6,fossils=6,0,6,0,0,0,0,0,0
fouling,6,fouling=6,6,0,0,0,0,0,0,0
fournou,6,fournou=6,0,6,0,0,0,0,0,0
freighter,6,freighters=4; freighter=2,6,0,0,0,0,0,0,0
frenchman,6,frenchman=6,3,3,0,0,0,0,0,0
frigate,6,frigate=6,2,2,0,0,2,0,0,0
frogs,6,frogs=6,0,6,0,0,0,0,0,0
g,6,g=6,0,5,0,0,0,0,0,1
gall,6,gall=5; galls=1,5,1,0,0,0,0,0,0
ganja,6,ganja=6,0,6,0,0,0,0,0,0
gardners,6,gardners=6,0,6,0,0,0,0,0,0
gazelles,6,gazelles=6,0,6,0,0,0,0,0,0
gesso,6,gesso=6,6,0,0,0,0,0,0,0
gibbon,6,gibbons=6,6,0,0,0,0,0,0,0
gifted,6,gifted=6,0,1,0,0,5,0,0,0
giza,6,giza=6,0,6,0,0,0,0,0,0
globular,6,globular=6,6,0,0,0,0,0,0,0
goats,6,goats=6,0,6,0,0,0,0,0,0
godefroit,6,godefroit=6,0,6,0,0,0,0,0,0
gopher,6,gopher=4; gophers=2,6,0,0,0,0,0,0,0
graham,6,graham=6,0,6,0,0,0,0,0,0
grandeur,6,grandeur=6,6,0,0,0,0,0,0,0
grape,6,grapes=4; grape=2,6,0,0,0,0,0,0,0
graphite,6,graphite=6,5,1,0,0,0,0,0,0
greet,6,greeted=4; greet=1; greeting=1,0,0,6,0,0,0,0,0
grip,6,grip=5; gripping=1,4,0,2,0,0,0,0,0
groundbreaking,6,groundbreaking=6,3,0,0,0,3,0,0,0
groundwork,6,groundwork=6,6,0,0,0,0,0,0,0
guatemala,6,guatemala=6,0,6,0,0,0,0,0,0
guidebook,6,guidebook=5; guidebooks=1,6,0,0,0,0,0,0,0
guilde,6,guilders=6,6,0,0,0,0,0,0,0
habitability,6,habitability=6,6,0,0,0,0,0,0,0
hail,6,hail=4; hailed=2,4,0,2,0,0,0,0,0
hamilton,6,hamilton=6,0,6,0,0,0,0,0,0
handmade,6,handmade=6,0,0,3,0,3,0,0,0
hans,6,hans=6,0,6,0,0,0,0,0,0
hardness,6,hardness=6,6,0,0,0,0,0,0,0
harlem,6,harlem=6,0,6,0,0,0,0,0,0
harris,6,harris=6,0,6,0,0,0,0,0,0
hassle,6,hassle=5; hassled=1,5,0,1,0,0,0,0,0
heap,6,heaps=5; heap=1,6,0,0,0,0,0,0,0
heartland,6,heartland=5; heartlands=1,6,0,0,0,0,0,0,0
hebrew,6,hebrew=6,0,3,0,0,3,0,0,0
hedge,6,hedges=3; hedge=2; hedging=1,4,0,2,0,0,0,0,0
herre,6,herring=6,0,0,6,0,0,0,0,0
holder,6,holders=5; holder=1,6,0,0,0,0,0,0,0
holism,6,holism=6,6,0,0,0,0,0,0,0
homogeneous,6,homogeneous=6,0,0,0,0,6,0,0,0
huaynaputina,6,huaynaputina=6,0,6,0,0,0,0,0,0
hubble,6,hubble=6,0,6,0,0,0,0,0,0
hydrated,6,hydrated=6,0,1,0,0,5,0,0,0
hydrolysis,6,hydrolysis=6,6,0,0,0,0,0,0,0
hyphae,6,hyphae=6,0,5,0,0,1,0,0,0
icefish,6,icefish=6,1,3,0,0,2,0,0,0
icelandic,6,icelandic=6,0,0,0,0,6,0,0,0
imaginative,6,imaginative=6,0,1,0,0,5,0,0,0
impatience,6,impatience=6,5,1,0,0,0,0,0,0
impressively,6,impressively=6,0,1,0,0,0,5,0,0
improvements,6,improvements=6,0,6,0,0,0,0,0,0
inaccurately,6,inaccurately=6,0,0,0,0,0,6,0,0
inaudible,6,inaudible=6,1,3,0,0,2,0,0,0
incan,6,incan=6,0,2,0,0,4,0,0,0
indentation,6,indentations=4; indentation=2,6,0,0,0,0,0,0,0
indicative,6,indicative=6,0,0,0,0,6,0,0,0
induced,6,induced=6,0,0,0,0,6,0,0,0
inertia,6,inertia=6,6,0,0,0,0,0,0,0
infants,6,infants=6,0,6,0,0,0,0,0,0
informally,6,informally=6,0,0,0,0,0,6,0,0
infringe,6,infringes=3; infringing=2; infringe=1,0,0,6,0,0,0,0,0
inherently,6,inherently=6,0,0,0,0,0,6,0,0
integrity,6,integrity=6,6,0,0,0,0,0,0,0
intermittency,6,intermittency=6,6,0,0,0,0,0,0,0
interrelated,6,interrelated=6,0,0,0,0,6,0,0,0
interspecie,6,interspecies=6,6,0,0,0,0,0,0,0
interstate,6,interstate=6,0,0,0,0,6,0,0,0
intonation,6,intonation=6,6,0,0,0,0,0,0,0
invariably,6,invariably=6,0,0,0,0,0,6,0,0
ironic,6,ironic=6,0,0,0,0,6,0,0,0
irrelevant,6,irrelevant=6,0,0,0,0,6,0,0,0
irritation,6,irritation=6,5,1,0,0,0,0,0,0
irving,6,irving=6,0,6,0,0,0,0,0,0
isles,6,isles=6,0,6,0,0,0,0,0,0
jacob,6,jacob=6,0,6,0,0,0,0,0,0
jagged,6,jagged=6,0,0,0,0,6,0,0,0
janet,6,janet=6,0,6,0,0,0,0,0,0
japonais,6,japonais=6,0,6,0,0,0,0,0,0
jeff,6,jeff=6,0,6,0,0,0,0,0,0
jenkins,6,jenkins=6,0,6,0,0,0,0,0,0
jensen,6,jensen=6,0,6,0,0,0,0,0,0
jersey,6,jersey=6,0,6,0,0,0,0,0,0
jewel,6,jewel=3; jewels=3,5,1,0,0,0,0,0,0
johannes,6,johannes=6,0,6,0,0,0,0,0,0
jupiters,6,jupiters=6,0,6,0,0,0,0,0,0
kennett,6,kennett=6,0,6,0,0,0,0,0,0
keynes,6,keynes=6,0,6,0,0,0,0,0,0
kidney,6,kidneys=5; kidney=1,6,0,0,0,0,0,0,0
kinda,6,kinda=6,0,2,1,0,0,3,0,0
kirby,6,kirby=6,0,6,0,0,0,0,0,0
kleptoparasite,6,kleptoparasites=6,6,0,0,0,0,0,0,0
koriphi,6,koriphi=6,0,6,0,0,0,0,0,0
labanotation,6,labanotation=6,0,6,0,0,0,0,0,0
labrouste,6,labrouste=6,0,6,0,0,0,0,0,0
laden,6,laden=6,2,1,0,0,3,0,0,0
lafayette,6,lafayette=6,0,6,0,0,0,0,0,0
landform,6,landforms=4; landform=2,6,0,0,0,0,0,0,0
landholding,6,landholding=4; landholdings=2,6,0,0,0,0,0,0,0
landscaping,6,landscaping=6,5,1,0,0,0,0,0,0
landslide,6,landslide=3; landslides=3,6,0,0,0,0,0,0,0
latewood,6,latewood=6,2,4,0,0,0,0,0,0
lawyer,6,lawyer=4; lawyers=2,6,0,0,0,0,0,0,0
lending,6,lending=6,6,0,0,0,0,0,0,0
levee,6,levees=6,6,0,0,0,0,0,0,0
libertarians,6,libertarians=6,0,6,0,0,0,0,0,0
lifeguard,6,lifeguard=6,6,0,0,0,0,0,0,0
lifelong,6,lifelong=6,0,0,0,0,6,0,0,0
lineup,6,lineup=6,6,0,0,0,0,0,0,0
liter,6,liters=6,6,0,0,0,0,0,0,0
lithograph,6,lithographs=6,6,0,0,0,0,0,0,0
liverpool,6,liverpool=6,0,6,0,0,0,0,0,0
liverwort,6,liverworts=4; liverwort=2,6,0,0,0,0,0,0,0
loline,6,loline=6,2,0,0,0,4,0,0,0
longitude,6,longitude=6,6,0,0,0,0,0,0,0
lotus,6,lotus=6,3,3,0,0,0,0,0,0
lovely,6,lovely=6,0,0,0,0,6,0,0,0
lubaina,6,lubaina=6,0,6,0,0,0,0,0,0
lunchtime,6,lunchtime=6,3,1,0,0,2,0,0,0
magpie,6,magpie=4; magpies=2,4,0,0,0,2,0,0,0
makris,6,makris=6,0,6,0,0,0,0,0,0
malaria,6,malaria=6,4,2,0,0,0,0,0,0
malta,6,malta=6,0,6,0,0,0,0,0,0
manorial,6,manorial=6,0,0,0,0,6,0,0,0
margay,6,margay=5; margays=1,2,3,1,0,0,0,0,0
markedly,6,markedly=6,0,0,0,0,0,6,0,0
masquerade,6,masquerade=6,5,1,0,0,0,0,0,0
matt,6,matt=6,0,6,0,0,0,0,0,0
mckinsey,6,mckinsey=6,0,6,0,0,0,0,0,0
measurements,6,measurements=6,0,6,0,0,0,0,0,0
mechanically,6,mechanically=6,0,0,0,0,0,6,0,0
mediation,6,mediation=6,6,0,0,0,0,0,0,0
melanistic,6,melanistic=6,0,0,0,0,6,0,0,0
mesolithic,6,mesolithic=6,0,6,0,0,0,0,0,0
metacognition,6,metacognition=6,6,0,0,0,0,0,0,0
metaphor,6,metaphors=4; metaphor=2,6,0,0,0,0,0,0,0
metering,6,metering=6,6,0,0,0,0,0,0,0
meticulous,6,meticulous=6,0,0,0,0,6,0,0,0
microclimate,6,microclimate=5; microclimates=1,6,0,0,0,0,0,0,0
microenvironment,6,microenvironment=3; microenvironments=3,6,0,0,0,0,0,0,0
microplankton,6,microplankton=6,0,6,0,0,0,0,0,0
minority,6,minority=5; minorities=1,6,0,0,0,0,0,0,0
mobilize,6,mobilize=3; mobilizing=2; mobilized=1,0,0,6,0,0,0,0,0
